編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLLJPHGGFAN58CC,13,263.70,住家用,鋼筋混凝土造,97年12月3日,四層,
RPSNMLTLOHGGFAN76CC,40,88.64,住家用,鋼筋混凝土造,69年12月29日,六層,
RPWNMLPKOHGGFAN66CC,25,81.58,住家用,鋼筋混凝土造,85年7月29日,十四層,
RPWNMLPKOHGGFAN66CC,25,12.66,梯間、機械室、水箱,鋼筋混凝土造,85年7月29日,十四層,
RPWNMLPKOHGGFAN66CC,25,11.66,停車空間、避難室,鋼筋混凝土造,85年7月29日,十四層,
RPQNMLTLOHGGFAN56CC,27,92.54,住家用,鋼筋混凝土造,83年12月21日,十二層,
RPQNMLTLOHGGFAN56CC,27,29.73,住家用,鋼筋混凝土造,83年12月21日,十二層,
RPVOMLLLOHGGFAN98CC,16,453.85,零售業、倉儲、梯間,鋼筋混凝土造,94年7月29日,三層,
RPSNMLPKOHGGFAN88CC,27,106.13,住家用,鋼筋混凝土造,83年11月22日,十層,
RPPNMLNKOHGGFAN38CC,26,110.33,住家用,鋼筋混凝土造,84年7月4日,十二層,
RPQNMLSKPHGGFDN76CC,26,168.11,店鋪、停車空間、走道,鋼筋混凝土造,84年5月31日,八層,
RPSNMLQKPHGGFAN09CC,47,130.61,住商用,鋼筋混凝土加強磚造,63年12月30日,三層,
RPUNMLMLPHGGFDN66CC,26,168.11,店鋪、停車空間、走道,鋼筋混凝土造,84年5月31日,八層,
RPXNMLNLPHGGFDN07CC,43,108.17,住商用,加強磚造,67年12月19日,二層,
RPPNMLOLPHGGFAN68CC,15,14.80,補習班,鋼筋混凝土造,95年1月23日,四層,
RPQNMLOLPHGGFAN78CC,16,18.18,補習班,鋼筋混凝土造,95年1月23日,四層,
RPVNMLRJPHGGFAN76CC,42,132.80,住家用,鋼筋混凝土加強磚造,68年11月5日,二層,
RPPNMLSKPHGGFDN66CC,26,168.11,店鋪、停車空間、走道,鋼筋混凝土造,84年5月31日,八層,
RPXNMLOJQHGGFAN76CC,31,127.81,住家用,鋼筋混凝土造,79年6月26日,十一層,
RPXNMLOJQHGGFAN76CC,31,6.99,停車空間,鋼筋混凝土造,79年6月26日,十一層,
RPXNMLOJQHGGFAN76CC,31,45.66,梯間、避難室、開放空間,鋼筋混凝土造,79年6月26日,十一層,
RPTNMLQLPHGGFCN86CC,23,101.85,集合住宅、國民住宅,鋼筋混凝土造,88年1月14日,八層,
RPOOMLOJQHGGFDN88CC,42,45.85,住家用,鋼筋混凝土造,68年6月15日,四層,
RPXNMLLKQHGGFDN86CC,27,113.95,住家用,鋼筋混凝土造,83年9月13日,六層,
RPPNMLSKQHGGFGN07CC,25,137.64,住家用,鋼筋混凝土造,85年6月5日,四層,
RPXNMLKLQHGGFAN56CC,27,197.25,住商用,鋼筋混凝土造,83年6月9日,四層,
RPTNMLKLQHGGFDN09CC,30,296.25,人行道、店舖,磚木,80年5月22日,一層,
RPSNMLPJPHGGFFN76CC,15,135.08,店舖、住宅、停車空間,鋼筋混凝土造,95年2月10日,四層,
RPRNMLPJPHGGFFN66CC,15,54.08,店舖、住宅、停車空間,鋼筋混凝土造,95年2月10日,四層,
RPQNMLPJPHGGFFN56CC,36,375.72,工作房,加強磚造,74年5月25日,一層,
RPPNMLPJPHGGFFN09CC,24,367.98,住家用,鋼筋混凝土造,86年1月20日,五層,
