編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLPJPHGGFAP88CC,15,14.19,住家用,鋼筋混凝土造,95年11月10日,三層,
RPPPMLTLOHGGFAP86CC,25,51.06,住商用,鋼筋混凝土造,85年8月18日,七層,
RPQNMLQJPHGGFAP09DC,39,213.06,住商用,ＲＣ構架磚造,71年10月9日,三層,
RPRNMLQKPHGGFAP56CC,15,14.14,住家用,鋼筋混凝土造,95年11月10日,三層,
RPQNMLQKPHGGFAP09CC,14,17.76,住家用,鋼筋混凝土造,96年2月8日,三層,
RPVNMLPJPHGGFAP76CC,27,118.14,住家用,鋼筋混凝土造,83年9月18日,十四層,
RPPNMLMJQHGGFAP58CC,14,24.18,住家用,鋼筋混凝土造,96年2月8日,三層,
RPSNMLKLPHGGFAP78CC,24,121.11,住家用,鋼筋混凝土造,86年2月11日,十三層,
RPSNMLKLPHGGFAP78CC,24,36.30,共同部份,鋼筋混凝土造,86年2月11日,十四層,
RPPNMLTJQHGGFAP66CC,15,17.76,住家用,鋼筋混凝土造,96年2月8日,三層,
RPPNMLQKQHGGFAP09CC,15,15.14,住家用,鋼筋混凝土造,95年12月1日,三層,
RPTNMLQLPHGGFAP86CC,27,31.20,住家用,鋼筋混凝土造,83年9月18日,十四層,
RPPNMLPJPHGGFBP88CC,22,16.15,住家用,鋼筋混凝土造,88年4月12日,十二層,
RPPNMLPJPHGGFBP88CC,22,4.03,共同部份,鋼筋混凝土造,88年4月12日,十二層,
RPPNMLPJPHGGFBP88CC,22,4.65,共同部份,鋼筋混凝土造,88年4月12日,十二層,
RPQNMLTLOHGGFBP86CC,28,232.42,住家用,鋼筋混凝土造,82年10月10日,三層,
RPUNMLLKOHGGFAP09EC,29,160.20,住家用,加強磚造,80年12月23日,二層,
