編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLQKOHGGFDQ76CC,4,175.70,集合住宅,鋼筋混凝土造,106年4月21日,十六層,
RPPNMLMKPHGGFBQ88DC,7,27.31,住家用,鋼筋混凝土造,103年4月21日,一層,
RPUNMLSLOHGGFDQ47CC,41,158.00,住商用,鋼筋混凝土加強磚造,69年8月13日,三層,
RPPNMLMKQHGGFBQ88CC,15,19.19,住家用,鋼筋混凝土造,95年8月28日,八層,
RPPNMLMKQHGGFBQ88CC,15,4.61,共有部分,鋼筋混凝土造,95年8月28日,,
RPPNMLMKQHGGFBQ88CC,15,7.42,共有部分,鋼筋混凝土造,95年8月28日,,
RPXNMLLKQHGGFDQ17CC,26,119.42,集合住宅,鋼筋混凝土造,85年2月7日,九層,
RPSNMLRKQHGGFDQ27CC,17,30.80,住家用,鋼筋混凝土造,93年8月3日,五層,
RPQNMLPKQHGGFDQ86CC,1,1767.78,廠房,鋼骨構造,109年3月16日,一層,
RPQNMLRKQHGGFBQ96DC,12,221.13,住商用,鋼筋混凝土造,98年11月11日,四層,
RPSNMLLJPHGGFBQ88CC,28,94.23,住家用,鋼筋混凝土造,82年7月12日,七層,
RPRNMLSLPHGGFBQ07CC,15,36.67,住家用,鋼筋混凝土造,95年8月28日,八層,
RPQNMLSLPHGGFBQ96CC,15,25.04,住家用,鋼筋混凝土造,95年8月28日,八層,
