鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
吉安鄉,建物,花蓮縣吉安鄉建國路１段１０５號,0.0,住,,,1100611,土地0建物0車位0,四層,4,套房(1房1廳1衛),工廠、辦公廳、單身員工宿社舍、貯藏室,鋼筋混凝土造,0801218,26.44,1,0,1,有,無,無,7500,284,,0.0,0,4樓後面套房室內約8坪,RPRNMLPKOHGGFAU86CC
吉安鄉,建物,花蓮縣吉安鄉建國路一段１０３號,0.0,住,,,1100608,土地0建物0車位0,三層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801218,16.52,1,0,1,有,無,無,7500,454,,0.0,0,3樓前面，近建國路一段，室內約5坪,RPSNMLPKOHGGFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民十一街３號２樓之２,17.68,商,,,1100615,土地1建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771019,54.33,2,1,1,有,無,無,8000,147,,0.0,0,,RPVNMLQKOHGGFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街１９１號四樓之十一,6.74,商,,,1100517,土地1建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0761117,46.410000000000004,1,0,1,有,有,有,7000,151,,0.0,0,,RPXNMLQKOHGGFAU57CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌二街３１８號,109.0,住,,,1100517,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,1020207,199.78,4,2,4,有,無,無,25000,125,,0.0,0,,RPQOMLQKOHGGFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市東興三街１４６號,13.76,住,,,1100527,土地1建物0車位0,一層,13,套房(1房1廳1衛),商業用,鋼筋混凝土造,0911202,62.39,1,1,1,有,有,無,8000,128,,0.0,0,,RPROMLQKOHGGFAU07CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉北昌一街９７巷２４號２樓,37.8,住,,,1100601,土地1建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720910,88.41,3,1,2,有,無,無,10000,113,,0.0,0,,RPSOMLQKOHGGFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中正路２６０號十一樓之一,15.31,住,,,1100527,土地1建物0車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840321,99.14999999999999,3,2,2,有,有,無,12800,129,,0.0,0,,RPTOMLQKOHGGFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十四街２５號三樓之二,7.61,住,,,1100528,土地1建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840303,27.03,1,0,1,有,有,無,5500,203,,0.0,0,,RPUOMLQKOHGGFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富一街５號,85.0,住,,,1100608,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0720811,134.49,3,2,3,有,無,無,15000,112,,0.0,0,,RPVPMLQKOHGGFAU57CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街１３６號二樓之二,22.4,住,,,1100531,土地1建物0車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850130,62.6,2,1,1,有,有,無,10000,160,,0.0,0,,RPQNMLRKOHGGFAU96CC
花蓮市,建物,花蓮縣花蓮市商校街１８４號,0.0,住,,,1100615,土地0建物0車位0,六層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760223,22.94,1,1,1,有,無,無,8500,371,,0.0,0,頂樓加蓋,RPROMLSKOHGGFAU27CC
新城鄉,建物,花蓮縣新城鄉民族路６７號,0.0,商,,,1100606,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061124,24.0,1,0,1,有,無,無,7500,313,,0.0,0,,RPTPMLSKOHGGFAU57CC
新城鄉,建物,花蓮縣新城鄉民族路６７號,0.0,商,,,1100606,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061124,48.76,1,0,1,有,無,無,9500,195,,0.0,0,,RPUPMLSKOHGGFAU67CC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1100617,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,27.14,1,0,1,有,無,無,7500,276,,0.0,0,2樓後房間含陽台。,RPWPMLSKOHGGFAU87CC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1100615,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,45.36,1,0,1,有,無,無,8500,187,,0.0,0,5樓房間含前露台。,RPOQMLSKOHGGFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛六街５３號６樓之３,5.4,住,,,1100617,土地1建物0車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830414,34.37,1,0,1,有,無,無,5500,160,,0.0,0,,RPTQMLSKOHGGFAU67CC
吉安鄉,建物,花蓮縣吉安鄉中央路三段６１３號,0.0,住,,,1100601,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,26.4,1,1,1,有,無,無,6500,246,,0.0,0,,RPQNMLLLOHGGFAU09CC
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街２０３號十樓之１,12.75,商,,,1100604,土地1建物0車位0,十層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070427,76.06,2,1,2,有,有,無,15000,197,,0.0,0,,RPUNMLLLOHGGFAU86CC
花蓮市,房地(土地+建物),花蓮縣花蓮市林政街８８巷３６號,75.0,住,,,1100617,土地1建物0車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0671206,94.75,2,2,2,有,無,無,9000,95,,0.0,0,,RPOOMLMLOHGGFAU09CC
新城鄉,建物,花蓮縣新城鄉民族路８７號,0.0,商,,,1100610,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,27.77,1,0,1,有,無,無,9300,335,,0.0,0,3樓後房間。,RPXNMLOLOHGGFAU47CC
花蓮市,房地(土地+建物),花蓮縣花蓮市德安六街４樓之２,19.91,住,,,1100525,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0870403,125.7,3,2,2,有,無,有,10000,80,,0.0,0,,RPOOMLOLOHGGFAU86EC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號８樓之１３,3.17,商,,,1100525,土地1建物1車位0,八層,12,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831115,49.43,1,1,1,有,無,有,8000,162,,0.0,0,,RPPOMLOLOHGGFAU96EC
花蓮市,建物,花蓮縣花蓮市榮正街１２５巷７號,0.0,住,,,1100525,土地0建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0700926,66.15,1,1,1,有,無,有,11000,166,,0.0,0,,RPQOMLOLOHGGFAU07EC
花蓮市,建物,花蓮縣花蓮市明心街１-２２號二樓,0.0,住,,,1100605,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1051228,19.83,1,0,1,有,無,無,7500,378,,0.0,0,,RPRNMLTLOHGGFAU37CC
花蓮市,建物,花蓮縣花蓮市明心街１-２２號二樓,0.0,住,,,1100621,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1051228,19.83,1,0,1,有,無,無,7000,353,,0.0,0,,RPSNMLTLOHGGFAU47CC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1100628,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,40.26,1,0,1,有,無,無,9800,243,,0.0,0,,RPSNMLLJPHGGFAU56CC
