編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQPMLRKOHGGFBG58DC,19,100.56,住商用,鋼筋混凝土造,91年1月30日,三層,
RPXOMLRKOHGGFBG56DC,41,108.90,住家用,鋼筋混凝土加強磚造,69年10月22日,一層,
RPSOMLQKOHGGFBG48CC,36,66.89,住商用,鋼筋混凝土造,74年10月18日,三層,
RPTPMLRKOHGGFBG88DC,27,92.87,住家用,鋼筋混凝土造,83年2月5日,七層,
RPUNMLLLOHGGFBG38EC,3,47.65,集合住宅,鋼筋混凝土造,107年4月27日,二十三層,
RPVNMLLLOHGGFBG48EC,6,160.74,住宅、樓梯間,鋼筋混凝土造,104年11月23日,三層,
RPXNMLPKOHGGFAG78DC,14,149.38,店舖,鋼筋混凝土造,96年7月5日,十四層,
RPSOMLOLOHGGFAG28CC,39,59.66,住商用,鋼筋混凝土造,70年12月28日,三層,
RPROMLLJPHGGFBG87CC,16,208.58,住商用,鋼筋混凝土造,94年10月17日,三層,
RPXNMLMJPHGGFAG38CC,38,36.57,住家用,鋼筋混凝土造,72年7月19日,十一層,
RPTNMLPJPHGGFAG28CC,45,92.93,住家用,鋼筋混凝土加強磚造,65年6月18日,二層,
RPVNMLQJPHGGFAG58CC,33,132.20,住家用,鋼筋混凝土造,77年11月17日,二層,
RPOOMLRJPHGGFBG18CC,7,218.75,住宅、樓梯間,鋼筋混凝土造,103年11月24日,三層,
RPROMLTJPHGGFBG68CC,41,85.48,住家用,鋼筋混凝土加強磚造,69年4月9日,二層,
RPTNMLNKPHGGFBG28CC,26,42.50,住家用,鋼筋混凝土造,84年9月4日,七層,
RPQNMLOKPHGGFBG08CC,28,64.84,住家用,鋼筋混凝土造,82年6月16日,七層,
RPRNMLOKPHGGFBG18CC,26,61.55,住家用,鋼筋混凝土造,84年11月2日,八層,
RPROMLPKPHGGFBG38CC,29,124.08,住家用,鋼筋混凝土造,81年8月25日,十五層,
RPPOMLQKPHGGFBG28CC,5,170.35,停車空間、住宅,鋼筋混凝土造,105年2月2日,四層,
RPPPMLTKPHGGFBG68CC,8,184.79,住宅（停車空間）、樓梯間,鋼筋混凝土造,102年12月23日,三層,
RPPOMLKLPHGGFAG67CC,24,142.13,住家用,鋼筋混凝土造,86年5月26日,三層,
RPPOMLLLPHGGFBG87CC,8,64.55,騎樓、店舖、住宅、樓梯間,鋼筋混凝土造,102年10月31日,三層,
RPSNMLMLPHGGFBG18CC,8,149.51,騎樓、店舖、住宅、樓梯間,鋼筋混凝土造,102年10月31日,三層,
RPWOMLMLPHGGFAG58CC,5,57.04,店舖．住宅．樓梯間,鋼筋混凝土造,105年7月14日,三層,
RPQNMLNLPHGGFAG97CC,24,154.89,住家用,鋼筋混凝土造,86年5月26日,三層,
RPSNMLNLPHGGFAG18CC,25,44.00,住家用,鋼筋混凝土造,85年8月30日,十二層,
RPTNMLNLPHGGFAG28CC,26,136.51,住家用,鋼筋混凝土造,84年9月25日,十二層,
RPUNMLNLPHGGFAG38CC,24,49.17,住家用,鋼筋混凝土造,86年4月1日,十三層,
RPVNMLNLPHGGFAG48CC,14,131.99,住家用,鋼筋混凝土造,96年8月17日,六層,
RPVNMLQLPHGGFAG78CC,10,41.64,店舖、住宅,鋼筋混凝土造,100年2月11日,五層,
RPVNMLQLPHGGFAG78CC,10,3.99,店舖、住宅,鋼筋混凝土造,100年2月11日,五層,
RPXNMLKMPHGGFBG58CC,8,118.90,補習班,鋼筋混凝土造,102年8月15日,五層,
RPWNMLNJQHGGFAG48CC,40,109.52,住家用,鋼筋混凝土加強磚造,70年12月31日,二層,
RPXNMLNJQHGGFAG58CC,40,92.53,住家用,鋼筋混凝土造,70年8月11日,七層,
RPOOMLOJQHGGFAG87CC,26,100.48,住家用,鋼筋混凝土造,84年3月31日,十二層,
RPRNMLPJQHGGFBG28CC,23,170.19,視聽伴唱遊藝場,鋼骨造,87年11月3日,一層,
RPOOMLPJQHGGFBG08CC,,80.44,住家用,鋼筋混凝土加強磚造,,三層,
RPVNMLQJQHGGFBG78CC,45,111.68,農舍,鋼筋混凝土加強磚造,65年7月9日,一層,
RPWNMLQJQHGGFBG88CC,10,20.41,集合住宅,鋼筋混凝土造,100年12月16日,十層,
RPQNMLSJQHGGFBG48CC,24,70.70,住家用,鋼筋混凝土造,86年12月26日,十三層,
RPRNMLSJQHGGFBG58CC,4,46.94,集合住宅,鋼筋混凝土造,106年8月14日,十五層,
RPRNMLTJQHGGFBG68CC,1,88.70,集合住宅,鋼筋混凝土造,109年12月24日,十四層,
RPSNMLTJQHGGFBG78CC,28,95.75,住家用,鋼筋混凝土造,82年7月29日,五層,
RPSNMLQKQHGGFAG48CC,40,59.66,住商用,鋼筋混凝土造,70年12月28日,三層,
RPVNMLRKQHGGFAG88CC,30,26.74,住家用,鋼筋混凝土造,80年12月30日,四層,
RPWNMLRKQHGGFAG98CC,23,106.91,住家用,鋼筋混凝土造,87年6月2日,五層,
RPWNMLRKQHGGFAG98CC,23,52.36,防空避難室.停車場.梯間.共同使用部份,鋼筋混凝土造,87年6月2日,五層,
RPOOMLRKQHGGFAG28CC,27,62.98,住家及補習班,鋼筋混凝土造,83年6月25日,四層,
RPSNMLTKQHGGFBG88CC,4,46.94,集合住宅,鋼筋混凝土造,106年8月14日,十五層,
RPSOMLMLOHGGFBG18CC,3,29.08,集合住宅,鋼筋混凝土造,107年4月27日,十二層,
RPXNMLMLOHGGFBG58CC,27,98.81,住家用,鋼筋混凝土造,83年1月24日,五層,
RPVNMLTLOHGGFBG09CC,22,80.46,住家用,鋼筋混凝土造,88年1月21日,十二層,
RPUNMLOLOHGGFBG48CC,33,139.52,住家用,鋼筋混凝土加強磚造,77年5月5日,二層,
RPTNMLSKOHGGFBG68CC,21,96.51,住家用,鋼筋混凝土造,89年4月27日,十二層,
RPSNMLSKOHGGFBG58CC,27,123.78,住家用,鋼筋混凝土造,83年10月22日,十一層,
RPWOMLRKOHGGFBG98CC,25,81.01,住家用,鋼筋混凝土造,85年1月5日,六層,
RPWOMLQKOHGGFBG88CC,28,30.27,住家用,鋼筋混凝土造,82年7月8日,七層,
RPXNMLLLOHGGFBG68EC,17,204.29,住家用,鋼筋混凝土造,93年3月17日,三層,
