編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLMLOHGGFKD48CC,26,61.04,住家用,鋼筋混凝土造,83年12月24日,八層,
RPQNMLMLOHGGFKD48CC,26,53.80,共有部分,鋼筋混凝土造,83年12月24日,八層,
RPXOMLMLOHGGFKD66CC,6,174.50,住家用,鋼筋混凝土構造,104年5月18日,四層,
RPUPMLMLOHGGFKD09CC,41,78.15,住家用,加強磚造,69年6月1日,二層,
RPQNMLMLOHGGFID28CC,41,26.45,住商用,加強磚造,69年10月9日,二層,
RPTOMLMLOHGGFID68CC,13,116.13,工業用,鋼骨鋼筋混凝土造,96年12月4日,一層,
RPUNMLMLOHGGFBD97CC,10,214.51,住家用,鋼筋混凝土造,100年7月27日,四層,
RPQNMLMLOHGGFDD77CC,40,106.36,住商用,加強磚造,70年3月11日,二層,
RPPNMLMLOHGGFCD57CC,24,80.76,住家用,鋼筋混凝土造,86年4月19日,七層,
RPPNMLMLOHGGFCD57CC,24,10.94,共有部分,鋼筋混凝土造,86年4月19日,七層,
RPPNMLMLOHGGFCD57CC,24,8.30,共有部分,鋼筋混凝土造,86年4月19日,七層,
RPQNMLMLOHGGFCD67CC,27,94.70,住家用,鋼筋混凝土造,83年6月29日,七層,
RPQNMLMLOHGGFCD67CC,27,40.24,共有部分,鋼筋混凝土造,83年6月29日,七層,
RPRNMLMLOHGGFCD77CC,26,60.47,住家用,鋼筋混凝土造,84年11月6日,二十層,
RPRNMLMLOHGGFCD77CC,26,12.69,共有部分,鋼筋混凝土造,84年11月6日,二十層,
RPOOMLMLOHGGFCD57CC,40,54.20,住家用,鋼筋混凝土造,70年11月3日,五層,
RPRNMLMLOHGGFCD77CC,26,17.23,共有部分,鋼筋混凝土造,84年11月6日,二十層,
RPOOMLMLOHGGFCD57CC,40,8.77,住家用,鋼筋混凝土造,70年11月3日,五層,
RPSOMLMLOHGGFCD97CC,40,85.57,住家用,鋼筋混凝土造,70年7月10日,五層,
RPSOMLMLOHGGFCD97CC,40,14.45,共有部分,鋼筋混凝土造,70年7月10日,五層,
