編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPOQMLLKOHGGFBH87CC,40,67.12,住家用,鋼筋混凝土造,70年2月13日,四層,
RPRQMLLKOHGGFBH18CC,27,85.52,住家用,鋼筋混凝土造,83年3月4日,十二層,
RPRQMLLKOHGGFBH18CC,27,7.31,共有部分,鋼筋混凝土造,83年3月4日,十二層,
RPRQMLLKOHGGFBH18CC,27,5.52,共有部分,鋼筋混凝土造,83年3月4日,十二層,
RPRQMLLKOHGGFBH18CC,27,33.38,防空避難室、停車場,鋼筋混凝土造,83年3月4日,十二層,
RPUQMLLKOHGGFBH48CC,13,107.26,住家用,鋼筋混凝土造,97年5月8日,十二層,
RPUQMLLKOHGGFBH48CC,13,12.77,共有部分,鋼筋混凝土造,97年5月8日,十二層,
RPUQMLLKOHGGFBH48CC,13,24.87,共有部分,鋼筋混凝土造,97年5月8日,十二層,
RPWNMLLKOHGGFDH58CC,40,48.59,住家用,鋼筋混凝土造,70年1月17日,三層,
RPXNMLLKOHGGFDH68CC,8,58.44,住家用,鋼筋混凝土造,102年11月15日,十二層,
RPOOMLLKOHGGFDH87CC,6,63.46,住家用,鋼筋混凝土造,104年5月25日,十五層,
RPXNMLLKOHGGFDH68CC,8,65.46,共有部分,鋼筋混凝土造,102年11月15日,十二層,
RPOOMLLKOHGGFDH87CC,6,63.92,本共有部分之項目有管理室（附屬公共服務空間、梯間）（附屬梯間、水箱、機房）（附屬停車空間、台電配電場所、電信室、水循環設備、梯間）（附屬停車空間、梯間）（附屬雨水機房）（附屬防空避難室兼停車空間、蓄水池、消防泵浦室、污水處理設備、發電機室、梯間）等二十項,鋼筋混凝土造,104年5月25日,十五層,
RPPOMLLKOHGGFDH97CC,29,85.45,住家用,鋼筋混凝土造,81年6月2日,七層,
RPPOMLLKOHGGFDH97CC,29,29.15,走道、電梯間、地下室、公共設施,鋼筋混凝土造,81年6月2日,000,
RPQOMLLKOHGGFDH08CC,45,166.01,住家用,加強磚造,65年5月27日,二層,
RPQNMLLKOHGGFCH87CC,16,94.36,集合住宅,鋼筋混凝土造,94年5月11日,十一層,
RPQNMLLKOHGGFCH87CC,16,11.21,共用（防空避難室兼停車空間）,鋼筋混凝土造,94年5月11日,十一層,
RPQNMLLKOHGGFCH87CC,16,4.10,共有部分,鋼筋混凝土造,94年5月11日,十一層,
RPQNMLLKOHGGFCH87CC,16,16.28,共用（樓梯間、機房、水箱、屋頂裝飾物）,鋼筋混凝土造,94年5月11日,十一層,
RPQOMLLKOHGGFCH97CC,16,202.70,儲藏室、停車空間、住宅,鋼筋混凝土造,94年11月14日,五層,
RPQOMLLKOHGGFCH97CC,16,13.92,共用（儲藏室）,鋼筋混凝土造,94年11月14日,五層,
