編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPOPMLPKOHGGFDC87CC,27,174.88,住家用,鋼筋混凝土造,83年4月19日,三層,
RPRPMLPKOHGGFDC18CC,24,31.05,住家用,鋼筋混凝土造,85年11月29日,二十三層,
RPOQMLPKOHGGFDC97CC,28,115.70,住家用,鋼筋混凝土造,82年3月15日,七層,
RPQPMLPKOHGGFDC08CC,26,155.17,住家用,鋼筋混凝土造,84年3月22日,七層,
RPTPMLPKOHGGFDC38CC,53,79.93,住家用,加強磚造,57年1月22日,二層,
RPXPMLPKOHGGFDC78CC,13,40.48,辦公室,鋼骨鋼筋混凝土造,97年2月4日,三十一層,
RPVPMLPKOHGGFDC58CC,22,83.68,辦公室,鋼筋混凝土造,88年11月4日,九層,
RPQOMLLLOHGGFDC77DC,24,121.38,辦公室,鋼筋混凝土造,85年11月19日,十二層,
RPQOMLMLOHGGFDC77CC,44,65.40,住家用,鋼筋混凝土加強磚造,66年10月19日,四層,
RPWRMLPKOHGGFDC88CC,41,61.64,住家用,鋼筋混凝土造,69年8月13日,五層,
RPUQMLPKOHGGFDC58CC,22,74.03,住家用,鋼筋混凝土造,88年1月14日,十六層,
RPVRMLPKOHGGFDC78CC,31,108.56,住家用,鋼筋混凝土造,79年2月26日,五層,
RPXNMLMLOHGGFDC38CC,25,72.50,住家用,鋼筋混凝土造,85年11月29日,二十三層,
RPRQMLPKOHGGFDC28CC,22,42.53,住家用,鋼筋混凝土造,88年1月22日,七層,
RPUOMLRKOHGGFDC58CC,26,142.10,住家用,鋼筋混凝土造,84年3月22日,七層,
RPQSMLPKOHGGFDC38CC,25,27.03,住家用,鋼筋混凝土造,85年11月29日,二十三層,
RPQRMLPKOHGGFDC28CC,47,78.26,住家用,鋼筋混凝土加強磚造,63年7月29日,四層,
RPXQMLPKOHGGFDC88CC,25,30.97,住家用,鋼筋混凝土造,85年1月18日,七層,
RPSOMLMLOHGGFDC97CC,28,90.33,住家用,鋼筋混凝土造,82年7月29日,五層,
