鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鼓山區,建物,高雄市鼓山區明誠三路４３９號,0.0,商,,,1100516,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950823,75.81,2,2,1,有,有,有,14000,185,其他,0.0,0,,RPOOMLLKOHGGFAE27CC
鼓山區,建物,高雄市鼓山區南屏路５８１號,0.0,商,,,1100520,土地0建物1車位0,見其他登記事項,2,店面(店鋪),商業用,鋼骨鋼筋混凝土造,0970505,196.16,0,0,0,無,無,無,115500,589,,0.0,0,實際租賃期間為6個月又26天,RPROMLLKOHGGFAE57CC
鼓山區,建物,高雄市鼓山區南屏路５８１號,0.0,商,,,1100520,土地0建物1車位0,見其它登記事項,2,店面(店鋪),商業用,鋼骨鋼筋混凝土造,0970505,196.16,0,0,0,無,無,無,115500,589,,0.0,0,,RPVOMLLKOHGGFAE97CC
前金區,房地(土地+建物),高雄市前金區市中一路２５巷３１號,54.0,其他,,,1100528,土地2建物1車位0,全,2,透天厝,,加強磚造,0461124,68.18,3,2,1,有,無,有,9000,132,,0.0,0,續租。；,RPWOMLLKOHGGFAE08CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建民路１３６號７樓之１,8.84,商,,,1100602,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890524,106.07,2,1,1,有,有,有,16000,151,坡道平面,22.98,0,,RPROMLLKOHGGFBE67CC
三民區,建物,高雄市三民區大順二路５６號十一樓之１,0.0,住,,,1100528,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990401,117.9,3,2,2,有,有,有,20000,170,,0.0,0,租金含管理費。,RPQNMLLKOHGGFDE67CC
左營區,建物,高雄市左營區重建路６６號十三樓之４,0.0,商,,,1100528,土地0建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,119.43,3,2,2,有,有,有,19622,164,坡道平面,0.0,0,車位面積無法分算。租金含管理費。,RPSQMLLKOHGGFEE28CC
楠梓區,建物,高雄市楠梓區大學六十二街６９號六樓,0.0,住,,,1100528,土地0建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1031125,152.07,2,2,1,有,有,有,12000,79,坡道平面,47.98,0,租金含管理費。,RPUQMLLKOHGGFEE48CC
前鎮區,房地(土地+建物),高雄市前鎮區光華三路１６５號８樓之２,12.7,商,,,1100609,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950614,117.18,3,2,2,有,有,有,20000,171,,0.0,0,,RPTNMLLKOHGGFCE87CC
前鎮區,土地,瑞隆段二小段674地號,147.92,商,,,1100610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,18000,122,,0.0,0,含增建或未登記建物。；地上有標的物，未保存登記建物約44.74坪，門牌為高雄市前鎮區瑞泰街19巷7號。,RPWNMLLKOHGGFCE18CC
前鎮區,建物,高雄市前鎮區新光路１號２４樓-２,0.0,商,,,1100514,土地0建物1車位0,二十四層,39,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0880209,142.04000000000002,3,2,2,有,有,有,23800,168,,0.0,0,,RPROMLLKOHGGFCE77CC
小港區,房地(土地+建物),高雄市小港區南北路５４巷１７號,59.0,住,,,1100529,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0821117,249.58,5,1,4,有,無,有,16200,65,,0.0,0,,RPWOMLLKOHGGFCE28CC
前鎮區,建物,高雄市前鎮區賢明路１１號８樓,0.0,商,,,1100528,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),,鋼筋混凝土造,0720406,98.39,3,1,2,有,有,有,10000,102,,0.0,0,住宅及都市更新中心社會住宅包租代管計畫,RPOPMLLKOHGGFCE57CC
岡山區,建物,高雄市岡山區民有路２３號１１樓之３,0.0,商,,,1100521,土地0建物1車位0,十一層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841130,37.49,1,0,1,有,無,有,6500,173,,0.0,0,,RPTNMLLKOHGGFFE18CC
鳳山區,建物,高雄市鳳山區中崙二路５７５巷１１號六樓,0.0,住,,,1100525,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850124,122.10000000000001,3,2,2,有,有,有,19800,162,,0.0,0,,RPTOMLLKOHGGFGE38CC
鳳山區,建物,高雄市鳳山區國富路３４號十六樓,0.0,住,,,1100525,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830723,162.49,3,2,2,有,有,有,20000,123,,0.0,0,,RPXPMLLKOHGGFGE88CC
鳳山區,建物,高雄市鳳山區新富路４２２巷２號五樓,0.0,住,,,1100527,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850215,97.22,3,1,2,有,有,有,19000,195,,0.0,0,,RPOQMLLKOHGGFGE08CC
鳳山區,建物,高雄市鳳山區北昌三街１５號七樓,0.0,住,,,1100529,土地0建物1車位1,七層,17,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1010409,133.0,2,1,2,有,有,有,18500,139,坡道平面,23.95,0,,RPPQMLLKOHGGFGE18CC
鳥松區,建物,高雄市鳥松區松埔北巷２之９５號９樓之３,0.0,,鄉村區,乙種建築用地,1100520,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860204,83.06,2,2,1,有,有,有,9000,108,,0.0,0,住宅及都市更新中心社會住宅包租代管計畫,RPXNMLLKOHGGFIE88CC
阿蓮區,土地,復安段685地號,2727.7,,一般農業區,農牧用地,1100528,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,160000,59,,0.0,0,含增建或未登記建物。；承租未保存登記建物約660坪,RPVNMLLKOHGGFJE78CC
左營區,房地(土地+建物)+車位,高雄市左營區緯六路１８１號２樓之２,36.08,住,,,1100612,土地1建物2車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991126,184.04,3,2,2,有,有,有,14500,79,坡道平面,0.0,0,,RPUNNLMKOHGGFEE38CC
左營區,建物,高雄市左營區重仁路２３７號４樓之１,0.0,住,,,1100608,土地0建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861215,99.64,3,2,1,有,有,有,15000,151,升降平面,0.0,0,,RPPNMLOKOHGGFEE97CC
大社區,建物,高雄市大社區中華路１６之５０號３樓之２,0.0,住,,,1100601,土地0建物1車位0,三層,5,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1040727,36.400000000000006,1,0,1,有,無,有,6300,173,,0.0,0,,RPQNMLOKOHGGFIE48CC
鳳山區,房地(土地+建物),高雄市鳳山區文英路７９巷６號,65.0,住,,,1100528,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0630920,75.25,3,2,2,有,無,有,13500,179,,0.0,0,,RPWNMLOKOHGGFGE88CC
前鎮區,建物,高雄市前鎮區鄭和路５５號２２樓,0.0,住,,,1100601,土地0建物1車位0,二十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,99.53999999999999,2,1,1,有,有,有,10000,100,,0.0,0,,RPPNMLOKOHGGFCE77CC
前鎮區,建物,高雄市前鎮區永豐路１４２之１號,0.0,商,,,1100604,土地0建物0車位0,見其他登記事項,5,店面(店鋪),,鋼筋混凝土造,0740215,76.1,0,1,1,有,無,無,18000,237,,0.0,0,含增建或未登記建物。；部分承租。租金含水費1600元內出租方負擔超過部分承租方負擔。,RPVOMLPKOHGGFCE58CC
