鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,房地(土地+建物),臺中市北區進化路３３７巷４之２號,24.55,住,,,1100520,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700423,78.08,3,2,2,有,無,有,15000,192,,0.0,0,社會住宅包租代管公會版,RPPSMLLKOHGGFBB57CC
西屯區,房地(土地+建物),臺中市西屯區臺灣大道二段８８８號十一樓之１２,4.1,住,,,1100604,土地1建物0車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,46.08,1,0,1,有,有,無,13100,284,,0.0,0,社會住宅包租代管公會版。 套房無隔間,RPQNMLLKOHGGFCB27CC
西屯區,房地(土地+建物),臺中市西屯區國安一路２３５巷１８號９樓之５,30.44,住,,,1100529,土地1建物0車位0,九層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850923,138.28,3,2,2,有,有,無,17300,125,,0.0,0,,RPRRMLLKOHGGFCB77CC
西屯區,建物,臺中市西屯區文心路三段６號十九樓之１０,0.0,商,,,1100528,土地1建物1車位0,十九層,26,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980813,77.47999999999999,1,1,1,有,有,無,19000,245,坡道機械,18.99,0,租金含管理費。,RPSRMLLKOHGGFCB87CC
西屯區,建物,臺中市西屯區上石路１７１號十四樓之５,0.0,商,,,1100528,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850509,83.61,2,2,1,有,有,無,16000,191,坡道機械,0.0,0,車位面積無法分算。租金含管理費。,RPTRMLLKOHGGFCB97CC
西區,房地(土地+建物),臺中市西區美村路２３８巷１３號四樓,26.71,住,,,1100605,土地1建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,加強磚造,0700512,74.45,2,1,1,有,無,無,10000,134,,0.0,0,社會住宅包租代管公會版,RPSNMLLKOHGGFAB27CC
東區,土地,復興段四小段6-71地號,43.0,商,,,1100528,土地0建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,6800,158,,0.0,0,,RPUPMLLKOHGGFAB67CC
豐原區,房地(土地+建物),臺中市豐原區三豐路二段８７號,87.44,住,,,1100525,土地1建物0車位0,全,2,透天厝,住商用,加強磚造,0640814,63.88,4,3,3,有,無,無,16000,250,,0.0,0,建物只承租一樓,RPVOMLLKOHGGFDB97CC
豐原區,房地(土地+建物),臺中市豐原區文賢街２號,120.76,住,,,1100611,土地1建物0車位0,見其他登記事項,4,店面(店鋪),人行道、住宅、店舖,鋼筋混凝土造,0810729,37.38,0,0,0,無,無,無,16000,428,,0.0,0,,RPWOMLLKOHGGFDB08CC
