鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新莊區,建物,新北市新莊區思源路２４３號１樓,0.0,住,,,1100611,土地1建物0車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0690805,82.71,0,0,0,無,無,無,30000,363,,0.0,0,,RPVPMLLKOHGGFBF28CC
土城區,建物,新北市土城區中央路４段１２５巷３號５樓,0.0,住,,,1100606,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710830,74.31,2,2,1,有,無,無,8000,108,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為12814，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為8000。,RPXOMLLKOHGGFAF28CC
土城區,建物,新北市土城區中央路二段１９１號,0.0,商,,,1100513,土地1建物0車位0,一層,16,店面(店鋪),商業用,鋼筋混凝土造,0840608,956.12,0,0,0,無,有,無,115000,120,,0.0,0,租金調整:第1-2年每月11.5萬，第3-5年每月12萬，第6-10年每月13萬,RPRRMLLKOHGGFAF97CC
八里區,建物,新北市八里區文昌七街１８１號４樓,0.0,住,,,1100606,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080729,114.35,2,1,1,有,有,無,16000,140,坡道平面,31.87,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為17889，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為16000。機車停車位1個租賃期間無償使用。汽車停車位1個租賃期間無償使用。,RPORMLLKOHGGFEF08CC
淡水區,車位,新北市淡水區中正東路二段７１號等,0.0,住,,,1100530,土地0建物0車位1,,,其他,,,,34.57,0,0,0,有,有,無,2000,,坡道平面,34.57,2000,,RPPRMLLKOHGGFEF18CC
八里區,建物,新北市八里區龍米路２段７５號９樓,0.0,住,,,1100606,土地1建物0車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821008,106.96,3,2,2,有,有,無,15000,140,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為24626，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為15000。,RPRRMLLKOHGGFEF38CC
八里區,建物,新北市八里區文昌七街１７９號６樓,0.0,住,,,1100606,土地1建物0車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080729,163.86,3,1,2,有,有,無,20000,122,坡道平面,33.18,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為26722，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為20000。汽車停車位1個租賃期間無償使用。機車停車位1個租賃期間無償使用。,RPSRMLLKOHGGFEF48CC
淡水區,建物,新北市淡水區淡金路一段９６號５樓之２,0.0,其他,,,1100601,土地1建物0車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941025,45.07,1,0,1,有,有,無,12000,266,,0.0,0,,RPWRMLLKOHGGFEF88CC
淡水區,建物,新北市淡水區淡金路一段９６號５樓之１１,0.0,其他,,,1100609,土地1建物0車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941025,47.03,1,0,1,有,有,無,12000,255,,0.0,0,,RPOSMLLKOHGGFEF18CC
淡水區,建物,新北市淡水區新市五路三段４２２號八樓,0.0,商,,,1100523,土地1建物0車位0,八層,29,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1080822,57.7,1,1,1,有,有,無,14000,243,,0.0,0,租金含管理費。租賃期間含免租金裝修期。,RPQSMLLKOHGGFEF38CC
三重區,建物,新北市三重區重新路１段１４８號１２樓,0.0,其他,,,1100608,土地0建物1車位0,十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,68.4,1,0,1,有,有,有,21566,315,,0.0,0,,RPWNMLLKOHGGFGF68CC
三重區,建物,新北市三重區重新路１段１１２號９樓,0.0,其他,,,1100608,土地0建物1車位0,九層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,86.9,2,2,1,有,有,有,22502,259,,0.0,0,,RPXNMLLKOHGGFGF78CC
三重區,建物,新北市三重區重新路１段１３２號１５樓,0.0,其他,,,1100608,土地0建物1車位0,十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,106.91,2,1,1,有,有,有,32168,301,,0.0,0,,RPOOMLLKOHGGFGF97CC
三重區,建物,新北市三重區重新路１段１０８號１７樓,0.0,其他,,,1100608,土地0建物1車位0,十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,112.24000000000001,2,1,1,有,有,有,33888,302,,0.0,0,,RPPOMLLKOHGGFGF08CC
中和區,房地(土地+建物),新北市中和區中正路２１號５樓之９,3.07,住,,,1100609,土地1建物0車位0,五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,42.08,1,1,1,有,無,無,14500,345,,0.0,0,,RPUQMLLKOHGGFHF88CC
永和區,房地(土地+建物),新北市永和區秀朗路二段１４８巷１０弄５號二樓,26.94,住,,,1100504,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731018,94.63000000000001,3,2,2,有,無,有,17000,180,,0.0,0,續租。；,RPXQMLLKOHGGFHF56CC
中和區,建物,新北市中和區中興街１７５巷５號,0.0,住,,,1100528,土地1建物0車位0,全,2,透天厝,住家用,加強磚造,0620905,90.0,6,3,4,有,無,無,33000,367,,0.0,0,含增建或未登記建物。；,RPRRMLLKOHGGFHF68CC
樹林區,建物,新北市樹林區樹德街１０５號,0.0,住,,,1100529,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0780927,138.5,2,2,2,有,有,無,25000,181,坡道平面,0.0,0,車位面積無法分算。,RPRNMLLKOHGGFIF38CC
鶯歌區,建物,新北市鶯歌區國中街１２１之１號６樓,0.0,住,,,1100526,土地1建物0車位0,六層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061212,126.38,2,1,2,有,有,無,18500,146,坡道平面,25.61,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為22335，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為18500。管理費另收2045元。汽車停車位1個租賃期間無償使用。機車停車位1個租賃期間無償使用。,RPPOMLLKOHGGFIF28CC
新店區,建物,新北市新店區中央路１７５號二十樓之６,0.0,其他,,,1100528,土地1建物0車位0,二十層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,95.58,1,2,1,有,有,無,30000,314,,0.0,0,租金含管理費。,RPOPMLLKOHGGFCF67CC
板橋區,房地(土地+建物),新北市板橋區館前東路２２號６樓,55.68,商,,,1100501,土地2建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810821,187.18,2,0,1,有,無,有,30000,160,,0.0,0,,RPSPMLLKOHGGFAF08EC
三峽區,房地(土地+建物),新北市三峽區復興路４２巷７號１３樓之３,8.12,住,,,1100515,土地1建物0車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,87.0,2,2,1,有,有,無,19000,218,,0.0,0,,RPPNMLOKOHGGFIF48CC
中和區,房地(土地+建物),新北市中和區中山路二段１３６巷２６之１號９樓,3.83,住,,,1100611,土地1建物0車位0,見其他登記事項,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1080925,79.32,2,2,2,有,有,無,23000,290,,0.0,0,,RPPNMLOKOHGGFHF38CC
淡水區,房地(土地+建物)+車位,新北市淡水區新春街６５巷３９號八樓,37.38,住,,,1100612,土地1建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041029,159.66,4,2,2,有,有,無,23000,144,坡道平面,41.31,0,租金含管,RPPNMLOKOHGGFEF08CC
淡水區,房地(土地+建物),新北市淡水區新春街８５巷３３號,8.63,住,,,1100612,土地1建物0車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850912,38.15,1,1,1,有,有,無,13000,341,,0.0,0,,RPQNMLOKOHGGFEF18CC
土城區,房地(土地+建物)+車位,新北市土城區日和街１７號八樓,15.92,商,,,1100515,土地1建物1車位0,八層,32,辦公商業大樓,辦公室,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,140.97,0,0,0,無,有,無,29500,209,坡道平面,39.63,0,,RPPNMLOKOHGGFAF67CC
板橋區,建物,新北市板橋區金門街２１５巷２弄８號七樓,0.0,住,,,1100606,土地1建物0車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810609,132.29,3,2,2,有,有,無,24000,181,,0.0,0,租金含管理費。,RPROMLPKOHGGFAF08CC
