鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中西區,建物,臺南市中西區開山路８９巷１７號,0.0,商,,,1100518,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790409,45.56,1,1,1,有,無,有,7000,154,,0.0,0,,RPVNMLLKOHGGFAD77CC
中西區,建物,臺南市中西區忠義路二段５４號９樓之２,0.0,商,,,1100520,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860719,82.75,3,1,2,有,有,有,13000,157,,0.0,0,,RPXNMLLKOHGGFAD97CC
中西區,建物,臺南市中西區廣慈街３２巷２號４樓之２,0.0,商,,,1100521,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700203,38.0,1,1,1,有,無,有,8200,216,,0.0,0,,RPPOMLLKOHGGFAD27CC
新市區,房地(土地+建物),臺南市新市區中正路３２３巷３６弄２號２樓之２,16.86,住,,,1100609,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820707,65.45,3,2,2,有,有,有,15000,229,,0.0,0,,RPXNMLLKOHGGFHD68CC
永康區,建物,臺南市永康區中山南路１０５４巷４３之１號,0.0,住,,,1100515,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0791012,23.14,1,0,1,有,無,有,6800,294,,0.0,0,含增建或未登記建物。；,RPPPMLLKOHGGFKD38CC
永康區,房地(土地+建物),臺南市永康區中山北路７０號３樓之１,20.75,住,,,1100607,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841102,111.63000000000001,3,2,2,有,有,有,18000,161,,0.0,0,,RPSRMLLKOHGGFKD88CC
歸仁區,房地(土地+建物),臺南市歸仁區大潭一街５１巷１９號,114.81,,鄉村區,乙種建築用地,1100511,土地4建物1車位0,全,3,透天厝,住家用,見其他登記事項,1060428,23.11,1,0,1,有,無,有,5500,238,,0.0,0,,RPWNMLLKOHGGFID68CC
歸仁區,房地(土地+建物),臺南市歸仁區大潭一街５１巷１９號,114.81,,鄉村區,乙種建築用地,1100511,土地4建物1車位0,全,3,透天厝,住家用,見其他登記事項,1060428,24.66,1,0,1,有,無,有,6500,264,,0.0,0,,RPXNMLLKOHGGFID78CC
歸仁區,房地(土地+建物),臺南市歸仁區大潭一街５１巷１９號,114.81,,鄉村區,乙種建築用地,1100511,土地4建物1車位0,全,3,透天厝,住家用,見其他登記事項,1060428,23.11,1,0,1,有,無,有,6500,281,,0.0,0,,RPOOMLLKOHGGFID97CC
中西區,建物,臺南市中西區康樂街１５６號四樓之１６、１７、１８,0.0,商,,,1100530,土地0建物0車位0,四層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0781002,63.06,1,1,1,有,有,有,6500,103,,0.0,0,,RPUSMLMKOHGGFAD28CC
北區,房地(土地+建物),臺南市北區公園南路３６５號１１樓之１０,2.9,住,,,1100601,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,28.77,1,0,1,有,有,有,8000,278,,0.0,0,含管理費、稅金或水電等費用。；,RPPNMLNKOHGGFAD37CC
北區,建物,臺南市北區中華北路二段２７３號,0.0,住,,,1100514,土地0建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,1050830,395.94,5,2,6,有,無,無,60000,152,,0.0,0,,RPTNMLPKOHGGFAD97CC
北區,建物,臺南市北區海安路三段８１０號十八樓之５,0.0,住,,,1100514,土地0建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090131,164.85,2,2,2,有,有,有,35000,212,坡道平面,33.38,0,,RPPPMLPKOHGGFAD77CC
安南區,建物,臺南市安南區安中路一段９２４號,0.0,住,,,1100519,土地0建物0車位2,見其他登記事項,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1080218,332.79,0,4,2,有,無,無,64000,192,一樓平面,0.0,0,部分承租。租期內含免租裝潢期。車位面積無法分算。一樓為營業使用，二樓為員工內部使用與儲藏空間。,RPUPMLPKOHGGFBD38CC
永康區,房地(土地+建物),臺南市永康區大同街６３號７樓３,19.04,住,,,1100612,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820609,98.92,3,2,2,有,有,有,10000,101,,0.0,0,,RPOOMLPKOHGGFKD58CC
永康區,建物,臺南市永康區西勢路６６巷６號２樓之１,0.0,,,,1100530,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,1090611,102.45,2,1,2,有,有,有,21000,205,,0.0,0,,RPPOMLQKOHGGFKD78CC
永康區,建物,臺南市永康區西勢路６６巷６號２樓之１,0.0,住,,,1100530,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,1090611,102.45,2,1,2,有,有,有,21000,205,,0.0,0,,RPQOMLQKOHGGFKD88CC
東區,房地(土地+建物)+車位,臺南市東區崇明路１３７號９樓之２,8.04,住,,,1100520,土地1建物1車位1,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,99.81,2,1,1,有,有,有,18000,180,坡道平面,0.0,0,,RPUNMLQKOHGGFCD48DC
安南區,建物,臺南市安南區安和路一段１１５號,0.0,住,,,1100610,土地0建物0車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0940527,17.0,1,0,1,有,無,有,4500,265,,0.0,0,1.租賃契約書無填寫土地租賃面積2.由所有權人提供租屋資訊3.為透天分租套房，承租人承租其中一間房,RPROMLQKOHGGFBD08CC
安南區,建物,臺南市安南區安和路四段２７４巷６０號,0.0,住,,,1100616,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0720216,118.77,6,2,2,有,無,有,17000,143,,0.0,0,1.租賃契約書無填寫土地租賃面積2.由所有權人提供租屋資訊,RPQPMLQKOHGGFBD08CC
東區,建物,臺南市東區立德十路３號六樓之８,0.0,商,,,1100609,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811222,87.41000000000001,2,1,2,有,有,有,12000,137,,0.0,0,,RPTNMLQKOHGGFCD28CC
南區,建物,臺南市南區金華路一段１１６巷４之４號,0.0,住,,,1100612,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701203,66.52000000000001,2,1,1,有,無,有,8000,120,,0.0,0,,RPVNMLQKOHGGFCD48CC
