編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLNKKIGGFAP68CC,4,195.50,住家用,鋼骨造有牆,106年11月24日,一層,
RPPNMLLLKIGGFAP18CC,23,10.80,共有部份,鋼筋混凝土造,87年10月30日,十層,
RPPNMLLLKIGGFAP18CC,23,28.51,住家用,鋼筋混凝土造,87年10月30日,十層,
RPPNMLLLKIGGFAP18CC,23,6.80,共有部份,鋼筋混凝土造,87年10月30日,十層,
RPSNMLOKKIGGFAP68CC,25,96.92,住家用,鋼筋混凝土造,85年8月18日,七層,
RPSNMLOKKIGGFAP68CC,25,36.14,共有部份,鋼筋混凝土造,85年8月18日,七層,
RPXOMLLLKIGGFAP09CC,1,204.04,店舖、住宅、停車空間,鋼筋混凝土造,109年12月15日,四層,
RPPOMLNJJHHGFDP58DC,34,111.32,住商用,鋼筋混凝土造,77年2月2日,四層,
RPVNMLSLKIGGFAP86CC,21,22.69,住商用,鋼筋混凝土造,89年8月8日,三層,
RPSOMLMLKIGGFAP68CC,46,340.38,倉庫,加強磚造,64年12月16日,二層,
RPPPMLLLKIGGFAP38CC,58,99.78,住家用,加強磚造,53年2月1日,二層,
RPPNMLPJJHHGFAP28CC,26,22.35,住家用,鋼筋混凝土造,84年12月29日,七層,
RPPNMLPJJHHGFAP28CC,26,6.31,共有部份,鋼筋混凝土造,84年12月29日,七層,
RPRNMLPJJHHGFAP48CC,26,151.43,住家用,鋼筋混凝土造,85年3月25日,九層,
RPRNMLPJJHHGFAP48CC,26,23.28,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPRNMLPJJHHGFAP48CC,26,9.06,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPRNMLPJJHHGFAP48CC,26,23.22,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPSNMLPJJHHGFAP58CC,26,129.59,住家用,鋼筋混凝土造,84年7月30日,九層,
RPSNMLPJJHHGFAP58CC,26,5.02,共有部份,鋼筋混凝土造,84年7月30日,九層,
RPQNMLQJJHHGFAP48CC,27,80.75,住家用,鋼筋混凝土造,83年9月18日,十四層,
RPQNMLQJJHHGFAP48CC,27,32.15,共有部份,鋼筋混凝土造,83年9月18日,十四層,
RPVNMLRKJHHGFAP56CC,15,17.71,住家用,鋼筋混凝土造,96年2月8日,三層,
RPUNMLRKJHHGFAP09CC,15,15.30,住家用,鋼筋混凝土造,95年12月1日,三層,
RPPNMLSKJHHGFAP68CC,22,87.60,住家用,鋼筋混凝土造,88年9月26日,五層,
RPPNMLSKJHHGFAP68CC,22,19.15,停車空間,鋼筋混凝土造,88年9月26日,五層,
RPPNMLSKJHHGFAP68CC,22,19.45,共有部份,鋼筋混凝土造,88年9月26日,五層,
RPWNMLSKJHHGFAP76CC,25,164.39,住商用,鋼筋混凝土造,85年12月11日,七層,
RPWNMLSKJHHGFAP76CC,25,31.95,共有部份,鋼筋混凝土造,85年12月11日,七層,
RPWNMLSKJHHGFAP76CC,25,10.70,共有部份,鋼筋混凝土造,85年12月11日,七層,
RPSNMLLKKHHGFBP48CC,7,81.04,住家用,鋼筋混凝土造,104年7月28日,五層,
RPSNMLLKKHHGFBP48CC,7,28.70,共有部份,鋼筋混凝土造,104年7月28日,五層,
RPTNMLLKKHHGFBP58CC,28,55.36,住商用,鋼筋混凝土造,82年9月30日,四層,
RPUNMLPKKHHGFDP66CC,33,218.70,商業用,鋼筋混凝土造,78年6月10日,七層,
RPTNMLSKKHHGFDP96DC,41,176.90,住商用,加強磚造,69年11月4日,三層,
RPUNMLTKKHHGFAP86DC,18,14.83,住家用,鋼筋混凝土造,93年6月11日,四層,
