編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPRMLNKKIGGFAO58CC,35,416.51,住家用,鋼筋混凝土造,75年9月26日,四層,
RPQOMLNKKIGGFAO58EC,3,109.71,集合住宅,鋼筋混凝土造,107年9月21日,二十一層,
RPQOMLNKKIGGFAO58EC,3,53.49,共有部分,鋼筋混凝土造,107年9月21日,二十一層,
RPQOMLNKKIGGFAO58EC,3,29.47,共有部分,鋼筋混凝土造,107年9月21日,二十一層,
RPUQMLOKKIGGFAO09CC,1,67.11,集合住宅,鋼筋混凝土造,109年9月30日,二十二層,
RPUQMLOKKIGGFAO09CC,1,69.69,共有部分,鋼筋混凝土造,109年9月30日,二十二層,
RPUOMLOKKIGGFAO88CC,1,292.92,店舖,鋼筋混凝土造,110年1月4日,二十四層,
RPUOMLOKKIGGFAO88CC,1,114.86,共有部分,鋼筋混凝土造,110年1月4日,二十四層,
RPTPMLPKKIGGFAO98CC,20,27.50,住家用,鋼筋混凝土造,90年12月31日,四層,
RPTPMLPKKIGGFAO98CC,20,9.21,公共設施,鋼筋混凝土造,90年12月31日,四層,
RPTOMLOKKIGGFAO78CC,9,104.83,集合住宅,鋼筋混凝土造,101年10月15日,二十五層,
RPTOMLOKKIGGFAO78CC,9,21.36,共有部分,鋼筋混凝土造,101年10月15日,二十五層,
RPTOMLOKKIGGFAO78CC,9,27.92,共有部分,鋼筋混凝土造,101年10月15日,二十五層,
RPWPMLPKKIGGFAO66CC,24,17.53,辦公室,鋼筋混凝土造,86年7月15日,十二層,
RPWRMLPKKIGGFAO86CC,3,136.28,集合住宅,鋼筋混凝土造,107年9月3日,二十七層,
RPWPMLPKKIGGFAO66CC,24,3.21,共有部分,鋼筋混凝土造,86年7月15日,十二層,
RPWPMLPKKIGGFAO66CC,24,.08,共有部分,鋼筋混凝土造,86年7月15日,十二層,
RPWPMLPKKIGGFAO66CC,24,6.44,共有部分,鋼筋混凝土造,86年7月15日,十二層,
RPVPMLPKKIGGFAO56CC,13,27.42,辦公室,鋼筋混凝土造,97年7月30日,十層,
RPVPMLPKKIGGFAO56CC,13,16.18,防空避難室、停車空間、水箱、梯間、機械室,鋼筋混凝土造,97年7月30日,十層,
RPTQMLQKKIGGFAO56CC,8,29.18,集合住宅,鋼筋混凝土造,102年12月20日,十一層,
RPTQMLQKKIGGFAO56CC,8,11.27,共有部分,鋼筋混凝土造,102年12月20日,十一層,
RPTQMLQKKIGGFAO56CC,8,4.36,共有部分,鋼筋混凝土造,102年12月20日,十一層,
RPRQMLRKKIGGFAO09CC,2,67.96,集合住宅,鋼筋混凝土造,109年6月9日,十四層,
RPRQMLRKKIGGFAO09CC,2,16.57,共有部分,鋼筋混凝土造,109年6月9日,十四層,
RPRQMLRKKIGGFAO09CC,2,9.92,共有部分,鋼筋混凝土造,109年6月9日,十四層,
RPUQMLQKKIGGFAO66CC,8,56.99,集合住宅,鋼筋混凝土造,102年12月20日,十一層,
RPUQMLQKKIGGFAO66CC,8,21.67,共有部分,鋼筋混凝土造,102年12月20日,十一層,
