鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
平鎮區,房地(土地+建物),桃園市平鎮區環南路３６３號１樓,82.0,住,,,1101115,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0680806,49.58,0,0,0,無,無,無,24000,484,,0.0,0,,RPPNMLLKKIGGFGH87CC
平鎮區,房地(土地+建物)+車位,桃園市平鎮區自由街７巷４５號３樓,38.58,住,,,1101118,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1091124,162.31,3,2,2,有,有,有,18000,119,坡道平面,27.31,2000,水電瓦斯費、網路費及每月管理費2000元整由承租人負擔。,RPPNMLNKKIGGFGH08CC
平鎮區,建物,桃園市平鎮區平等路８７號,0.0,住,,,1101123,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0650911,98.46,3,1,2,有,無,有,12000,122,,0.0,0,水電瓦斯費由承租人負擔。,RPWNMLNKKIGGFGH78CC
平鎮區,建物,桃園市平鎮區大連街１０８之１號８樓,0.0,商,,,1101101,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,122.31,3,2,2,有,無,有,10000,82,,0.0,0,社會住宅,RPVOMLNKKIGGFGH78CC
平鎮區,建物,桃園市平鎮區高雙高雙路５號１３樓,0.0,住,,,1101106,土地0建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071023,153.26999999999998,2,2,1,有,有,有,17000,111,坡道平面,0.0,2000,社會住宅管理費另計＄2500,RPWOMLNKKIGGFGH88CC
大溪區,建物,桃園市大溪區僑愛一街１０５巷１５弄８號９樓,0.0,住,,,1101121,土地0建物1車位1,九層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0910320,199.94,4,2,2,有,有,有,15600,78,坡道平面,26.44,0,社會住宅 管理費.水電費由承租人負擔,RPPNMLNKKIGGFCH67CC
八德區,建物,桃園市八德區建德路２７１號９樓,0.0,住,,,1101123,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040420,79.54,2,1,1,有,有,有,10800,136,,0.0,0,水電瓦斯費、網路費及每月管理費2200元整由承租人負擔。,RPQNMLNKKIGGFFH08CC
八德區,建物,桃園市八德區建國路５０巷１號４樓,0.0,商,,,1101109,土地0建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810529,116.56,3,2,1,有,有,有,17000,146,坡道平面,0.0,2000,社會住宅管理費另計＄3000,RPWPMLNKKIGGFFH88CC
八德區,房地(土地+建物),桃園市八德區介壽路二段３６１巷２７號,9.46,,鄉村區,乙種建築用地,1101115,土地1建物0車位0,全,3,透天厝,店舖，住宅，人行道,鋼筋混凝土，加強磚造,0680701,25.55,1,0,1,有,無,有,8500,333,,0.0,0,含增建或未登記建物。；隔間套房,RPPQMLNKKIGGFFH28CC
