編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLNJJHHGFBQ58CC,47,35.59,住商用,鋼筋混凝土加強磚造,63年12月4日,三層,
RPSNMLNJJHHGFBQ58CC,47,34.27,住商用,鋼筋混凝土加強磚造,63年12月4日,三層,
RPPNMLKMJHHGFDQ48CC,25,169.29,廠房,鋼造,86年2月20日,一層,
RPXOMLLLKIGGFDQ86CC,26,291.39,住商用,鋼筋混凝土造,85年3月22日,四層,
RPRNMLNJJHHGFBQ48CC,47,18.41,住商用,鋼筋混凝土加強磚造,63年12月4日,三層,
RPRNMLNJJHHGFBQ48CC,47,13.20,住商用,鋼筋混凝土加強磚造,63年12月4日,三層,
RPPNMLNJJHHGFBQ28CC,15,16.85,住家用,鋼筋混凝土造,95年8月28日,八層,
RPQOMLSKKHHGFDQ76CC,16,230.66,店舖、集合住宅、停車空間,鋼筋混凝土造,95年7月18日,三層,
RPTNMLSLKIGGFDQ07CC,17,17.13,集合住宅,鋼筋混凝土造,94年2月4日,五層,
RPQOMLSLKIGGFDQ86CC,43,103.20,住商用,鋼筋混凝土加強磚造,67年7月16日,三層,
