鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段１６０號十三樓之一,16.35,商,,,1101115,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080107,164.14,3,2,2,有,有,有,34000,207,坡道平面,29.28,0,,RPQNMLLKKIGGFBF27CC
五股區,建物,新北市五股區自強路３９號四樓,0.0,住,,,1101115,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791217,136.07,3,2,2,有,無,有,17000,125,,0.0,0,本案屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPTNMLLKKIGGFBF57CC
五股區,建物,新北市五股區成洲五路２０號五樓,0.0,住,,,1101116,土地0建物1車位1,五層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040903,135.39,2,2,4,有,有,有,17800,145,坡道平面,33.01,3000,本案僅建物部份屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPUNMLLKKIGGFBF67CC
新莊區,建物,新北市新莊區建中街１６巷２２弄３號二樓,0.0,住,,,1101117,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0641222,85.49,3,2,1,有,無,有,18000,211,,0.0,0,本案屬國家住宅及都市更新中心辦理社會住宅包租代管第3期計畫,RPSOMLLKKIGGFBF57CC
泰山區,建物,新北市泰山區美寧街１２０號八樓,0.0,商,,,1101120,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821108,91.0,3,2,2,有,有,有,15000,165,,0.0,0,本案屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPTOMLLKKIGGFBF67CC
泰山區,建物,新北市泰山區泰林路二段５２２巷５０號九樓,0.0,住,,,1101120,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900518,104.35000000000001,3,2,2,有,有,有,19600,188,,0.0,0,本案屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPWOMLLKKIGGFBF97CC
五股區,建物,新北市五股區成泰路一段１７３號四樓,0.0,住,,,1101125,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760121,97.22,3,2,3,有,無,有,15000,154,,0.0,0,本案屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPPPMLLKKIGGFBF37CC
淡水區,建物,新北市淡水區新市五路三段１５８號二十樓,0.0,商,,,1101115,土地0建物1車位1,二十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,103.47,2,1,1,有,有,有,12500,121,坡道機械,15.42,0,本案僅建物部份屬國家住宅及都市更新中心辦理社會住宅包租代管第2期計畫,RPRNMLLKKIGGFEF67CC
淡水區,房地(土地+建物),新北市淡水區北新路２０５之１號九樓,6.1,住,,,1101210,土地1建物1車位0,九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,34.8,1,0,1,有,有,有,7500,216,,0.0,0,租金含管理費,RPQNMLMKKIGGFEF67CC
汐止區,建物,新北市汐止區汐萬路一段２７８巷４號７樓,22.54,住,,,1101206,土地0建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850907,16.0,1,0,1,有,有,有,7000,438,,0.0,0,,RPPNMLMKKIGGFDF47CC
新店區,房地(土地+建物)+車位,新北市新店區中正路四維巷８弄６號５樓,60.08,工,,,1101119,土地1建物1車位1,五層,5,廠辦,工業用,鋼筋混凝土造,0750319,267.46,0,0,0,無,無,無,66000,247,坡道平面,0.0,0,,RPSPMLNKKIGGFCF97CC
