鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
西屯區,房地(土地+建物)+車位,臺中市西屯區福誠路１００號３樓之１１,15.03,住,,,1101123,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090731,76.96000000000001,1,1,1,有,有,有,20000,260,坡道機械,12.36,0,,RPSRMLMKKIGGFCB67CC
大里區,房地(土地+建物)+車位,臺中市大里區祥興路５２７號１１樓之２,14.16,住,,,1101111,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080530,98.72,2,1,1,有,有,有,18000,182,坡道平面,29.78,0,續租。；,RPQNMLMKKIGGFIB67CC
大里區,房地(土地+建物)+車位,臺中市大里區公園街２１８號十樓之５,25.21,住,,,1101209,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090102,119.24,2,2,1,有,有,有,19556,213,坡道平面,34.76,1556,,RPVNMLNKKIGGFIB28CC
烏日區,房地(土地+建物),臺中市烏日區中華路６１１號九樓之２,6.45,住,,,1101201,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850119,73.93,2,2,1,有,有,有,16200,219,,0.0,0,,RPOPMLNKKIGGFIB77CC
大里區,房地(土地+建物),臺中市大里區鳳城街５５之６號,38.52,住,,,1101115,土地1建物1車位0,見其他登記事項,7,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0800120,168.92000000000002,3,1,2,有,有,有,18000,107,,0.0,0,此為社會住宅包租代管,RPTPMLNKKIGGFIB28CC
大里區,房地(土地+建物),臺中市大里區亞洲街１４７巷１８之４號,23.33,住,,,1101117,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0681012,79.1,3,2,1,有,無,有,12500,158,,0.0,0,此為社會住宅包租代管,RPUPMLNKKIGGFIB38CC
大里區,房地(土地+建物)+車位,臺中市大里區新生西路１９１號３樓之２,26.13,住,,,1101117,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041207,192.59,3,2,2,有,有,有,24000,135,坡道平面,29.1,2000,此為社會住宅包租代管,RPVPMLNKKIGGFIB48CC
龍井區,房地(土地+建物),臺中市龍井區龍港路５０１巷３６弄８號,43.14,住,,,1101210,土地1建物1車位0,見其他登記事項,1,工廠,工廠,鋼筋混凝土造,1080123,15.0,0,0,0,無,無,無,8000,,,0.0,0,分租其中13.05坪土地，上有一合法建物約4.5坪,RPRNMLNKKIGGFKB08CC
龍井區,土地,忠和段2281-3地號,165.29,農,,,1101208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,121,,0.0,0,含增建或未登記建物。；承租地坪約50坪，上有一未保存登記建物約50坪,RPTNMLNKKIGGFKB28CC
