鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,26.81,住,,,1101202,土地2建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.65,2,2,1,有,無,5580000,64743,坡道機械,11.82,800000,,RPPNMLLKKIGGFBM77CB,久樘四季Villa,D5棟1F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,48.79,住,,,1090812,土地2建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.66,3,2,2,有,無,9650000,61931,坡道平面,23.64,1350000,,RPQNMLLKKIGGFBM87CB,久樘四季Villa,A1棟11F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,40.77,住,,,1090807,土地2建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.83,3,2,2,有,無,7810000,58027,坡道平面,23.64,1300000,,RPPNMLMKKIGGFBM87CB,久樘四季Villa,A2棟10F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,29.31,住,,,1090927,土地2建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.43,2,2,1,有,無,5460000,60911,坡道機械,11.82,550000,,RPQNMLMKKIGGFBM97CB,久樘四季Villa,A3棟9F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,29.39,住,,,1091110,土地2建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.85,2,2,1,有,無,5450000,58003,坡道機械,11.82,750000,,RPRNMLMKKIGGFBM08CB,久樘四季Villa,A7棟3F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,29.39,住,,,1091122,土地2建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.85,2,2,1,有,無,5760000,61829,坡道機械,11.82,750000,,RPSNMLMKKIGGFBM18CB,久樘四季Villa,A7棟6F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,29.39,住,,,1091227,土地2建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.85,2,2,1,有,無,5520000,61335,坡道機械,11.82,550000,,RPTNMLMKKIGGFBM28CB,久樘四季Villa,A7棟8F號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路四維巷,29.39,住,,,1091101,土地2建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.85,2,2,1,有,無,5650000,60471,坡道機械,11.82,750000,,RPUNMLMKKIGGFBM38CB,久樘四季Villa,A7棟9F號
草屯鎮,房地(土地+建物),南投縣草屯鎮御富路與東山路口,68.47,住,,,1101113,土地6建物1車位0,全,5,店面(店鋪),住商用,鋼筋混凝土造,,188.09,4,3,6,有,無,12760000,67840,,0.0,0,,RPVNMLMKKIGGFBM48CB,昌祐大聚,店棟15號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮中山街,22.5,商,,,1091028,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,148.23,3,2,2,有,無,8940000,64271,坡道平面,28.58,1250000,,RPPNMLOKKIGGFBM08CB,富宇中山溱邸,B棟5號
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮中山街,22.5,商,,,1091023,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,148.26,3,2,2,有,無,9580000,69602,坡道平面,28.58,1250000,,RPQNMLOKKIGGFBM18CB,富宇中山溱邸,B棟5號
