編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLPKKIGGFFK88CC,9,71.77,集合住宅,ＲＣ造,101年12月12日,十二層,
RPTOMLLLKIGGFFK68CC,9,71.77,集合住宅,ＲＣ造,101年12月12日,十二層,
RPTNMLPKKIGGFFK88CC,9,11.45,防空避難室兼停車空間、機械室、消防機房、水箱、台電受電室、電信室、發電機室。,ＲＣ造,101年12月12日,十二層,
RPTOMLLLKIGGFFK68CC,9,11.45,防空避難室兼停車空間、機械室、消防機房、水箱、台電受電室、電信室、發電機室。,ＲＣ造,101年12月12日,十二層,
RPTOMLLLKIGGFFK68CC,9,19.20,水箱、電梯機房、梯廳,ＲＣ造,101年12月12日,十二層,
RPTNMLPKKIGGFFK88CC,9,19.19,水箱、電梯機房、梯廳,ＲＣ造,101年12月12日,十二層,
RPUNMLMLKIGGFFK78CC,25,90.84,住家用,鋼筋混凝土造,85年7月15日,五層,
RPUNMLMLKIGGFFK78CC,25,5.86,配電室，通廊,鋼筋混凝土造,85年7月15日,,
RPUNMLMLKIGGFFK78CC,25,10.06,住家用,鋼筋混凝土造,85年7月15日,五層,
RPROMLPKKIGGFDK58CC,3,67.60,集合住宅,鋼筋混凝土造,107年11月20日,十層,
RPROMLPKKIGGFDK58CC,3,45.72,共有部分,鋼筋混凝土造,107年11月20日,十層,
RPROMLPKKIGGFDK58CC,3,31.50,共有部分,鋼筋混凝土造,107年11月20日,十層,
RPXNMLSLKIGGFDK86CC,10,22.34,住商用、停車空間,鋼筋混凝土造,100年7月4日,五層,
RPWOMLPKKIGGFDK09CC,3,45.72,共有部分,鋼筋混凝土造,107年11月20日,十層,
RPWOMLPKKIGGFDK09CC,3,67.60,集合住宅,鋼筋混凝土造,107年11月20日,十層,
RPWOMLPKKIGGFDK09CC,3,31.50,共有部分,鋼筋混凝土造,107年11月20日,十層,
RPSOMLSLKIGGFDK09CC,47,567.56,住工用,鐵筋混凝土磚造,63年9月13日,三層,
RPXNMLTLKIGGFBK76CC,38,151.43,單身宿舍員工休息室，辦公室，廠房,鋼筋混凝土造,73年5月10日,,
RPPOMLTLKIGGFBK68CC,38,151.43,單身宿舍員工休息室，辦公室，廠房,鋼筋混凝土造,73年5月10日,,
RPOOMLTLKIGGFBK58CC,38,151.43,單身宿舍員工休息室，辦公室，廠房,鋼筋混凝土造,73年5月10日,,
RPQOMLTLKIGGFBK78CC,49,140.45,住家用,磚造ＲＣ補強,61年11月10日,二層,
RPROMLNJJHHGFDK18CC,45,98.96,住家用,鋼筋混凝土造,65年9月3日,二層,
RPWNMLRJJHHGFBK78CC,33,126.27,住家用,鋼筋混凝土造,77年12月20日,,
RPTNMLOJJHHGFDK38CC,26,97.16,住家用,鋼筋混凝土造,84年11月8日,十六層,
RPUNMLOJJHHGFBK28CC,,97.96,住家用,加強磚造,,二層,
RPTNMLKMKIGGFDK38CC,4,86.28,住家用,鋼筋混凝土造,106年8月25日,十層,
RPTNMLKMKIGGFDK38CC,4,53.00,共有部分,鋼筋混凝土造,106年8月25日,十層,
RPUNMLNKJHHGFBK28CC,28,72.18,住家用,鋼筋混凝土造,83年3月9日,,
RPUNMLNKJHHGFBK28CC,28,6.24,住家用,鋼筋混凝土造,83年3月9日,,
RPTNMLKMKIGGFDK38CC,4,17.82,共有部分,鋼筋混凝土造,106年8月25日,十層,
RPUNMLKKJHHGFBK97CC,1,97.24,住家用,鋼筋混凝土造,109年12月15日,十二層,
RPVNMLSKJHHGFBK88CC,2,42.08,住家用,鋼筋混凝土造,109年4月24日,十三層,
