編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPROMLNKKIGGFAD37CC,45,71.73,住家用,鋼筋混凝土造,66年4月29日,四層,
RPSOMLNKKIGGFAD47CC,22,94.73,一般事務所,鋼筋混凝土造,88年8月16日,十四層,
RPSOMLNKKIGGFAD47CC,22,15.32,共有部分,鋼筋混凝土造,88年8月16日,十四層,
RPSOMLNKKIGGFAD47CC,22,13.38,共有部分,鋼筋混凝土造,88年8月16日,十四層,
RPOOMLNKKIGGFAD07CC,32,42.03,住家用,鋼筋混凝土造,78年10月2日,十二層,
RPOOMLNKKIGGFAD07CC,32,10.32,共有部分,鋼筋混凝土造,78年10月2日,十二層,
RPOOMLNKKIGGFAD07CC,32,21.29,共有部分,鋼筋混凝土造,78年10月2日,十二層,
RPWNMLNKKIGGFAD77CC,3,102.83,集合住宅,鋼筋混凝土構造,107年9月21日,二十九層,
RPWNMLNKKIGGFAD77CC,3,46.31,本共有部分之項目有門廊、門廳、垃圾暫存空間、防災中心、管委會使用空間、樓梯間、車道、出入口緩衝空間、外廊、機械室、水箱、停車空間、防空避難室兼停車空間,鋼筋混凝土構造,107年9月21日,二十九層,
RPRPMLNKKIGGFAD47CC,5,58.34,集合住宅,鋼筋混凝土構造,106年1月24日,二十層,
RPRPMLNKKIGGFAD47CC,5,54.58,本共有部分之項目：防空避難室、停車空間、機房、樓梯間、機械房、水箱、門廳、梯間、管委會使用空間、水池、防災中心等。,鋼筋混凝土構造,106年1月24日,二十六層,
RPTPMLNKKIGGFAD67CC,28,79.20,住家用,鋼筋混凝土造,82年12月20日,七層,
RPTPMLNKKIGGFAD67CC,28,9.63,共有部分,鋼筋混凝土造,82年12月20日,七層,
RPTPMLNKKIGGFAD67CC,28,18.07,共有部分,鋼筋混凝土造,82年12月20日,七層,
RPWNMLNKKIGGFCD97CC,44,75.67,住家用,鋼筋混凝土造,67年5月9日,四層,
RPOOMLNKKIGGFCD27CC,27,97.54,住家用,鋼筋混凝土造,83年12月6日,八層,
RPOOMLNKKIGGFCD27CC,27,12.51,共有部份,鋼筋混凝土造,83年12月6日,八層,
RPOOMLNKKIGGFCD27CC,27,15.96,共有部份,鋼筋混凝土造,83年12月6日,八層,
RPPPMLNKKIGGFAD27CC,56,77.03,住家用,加強磚造,55年1月1日,二層,
RPSNMLNKKIGGFCD57CC,28,180.73,住商用,鋼筋混凝土造,83年4月15日,五層,
RPTOMLNKKIGGFCD77CC,41,21.00,住家用,鋼筋混凝土造,69年11月6日,五層,
RPVOMLNKKIGGFCD97CC,32,40.00,住商用,鋼筋混凝土造,78年11月8日,四層,
RPWOMLNKKIGGFCD08CC,40,101.19,住家用,鋼筋混凝土造,70年9月11日,五層,
RPVNMLNKKIGGFBD77CC,26,137.55,住家用,鋼筋混凝土造,84年9月1日,三層,
RPWOMLNKKIGGFCD08CC,40,1.58,共有部分,鋼筋混凝土造,70年9月10日,五層,
RPSOMLNKKIGGFCD67CC,42,88.20,住家用,加強磚造,69年4月23日,二層,
RPXNMLNKKIGGFBD97CC,29,146.05,住家、停車空間,鋼筋混凝土造,82年4月21日,三層,
RPQOMLNKKIGGFID08CC,1,58.23,集合住宅,鋼筋混凝土構造,110年3月15日,二十四層,
RPQOMLNKKIGGFID08CC,1,47.29,本共有部分之項目有管委會使用空間、停車空間、機電設備空間、防空避難室兼停車空間、台電配電場所、自來水箱、車道、門廳、儲藏室、機房、樓梯間、消防水箱等１２項,鋼筋混凝土構造,110年3月15日,二十四層,
RPROMLNKKIGGFKD38CC,1,30.50,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPUOMLNKKIGGFKD68CC,1,29.60,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPTOMLNKKIGGFKD58CC,1,29.60,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPWOMLNKKIGGFKD88CC,1,26.70,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPOPMLNKKIGGFKD18CC,1,25.10,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPXOMLNKKIGGFKD98CC,1,26.70,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPVOMLNKKIGGFKD78CC,1,29.90,住家用,鋼筋混凝土構造，鋼骨構造,110年4月20日,四層,
RPQPMLNKKIGGFKD38CC,29,70.47,住家用,鋼筋混凝土造,82年4月28日,七層,
RPQPMLNKKIGGFKD38CC,29,33.05,共有部份,鋼筋混凝土造,82年4月28日,七層,
RPSOMLOKKIGGFKD58CC,15,433.70,一般事務所,鋼筋混凝土造,96年5月23日,七層,
RPSOMLOKKIGGFKD58CC,15,126.04,共有部份,鋼筋混凝土造,96年5月23日,七層,
RPSOMLOKKIGGFKD58CC,15,131.13,共有部份,鋼筋混凝土造,96年5月23日,七層,
RPRNMLOKKIGGFID18CC,1,54.69,集合住宅,鋼筋混凝土構造,110年3月15日,二十四層,
RPRNMLOKKIGGFID18CC,1,28.15,本共有部分之項目有管委會使用空間、停車空間、機電設備空間、防空避難室兼停車空間、台電配電場所、自來水箱、車道、門廳、儲藏室、機房、樓梯間、消防水箱等１２項,鋼筋混凝土構造,110年3月15日,二十四層,
