編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLQKKIGGFCT17CC,5,29.86,集合住宅,鋼筋混凝土構造,105年11月4日,七層,
RPWOMLQKKIGGFCT37CC,5,29.86,集合住宅,鋼筋混凝土構造,105年11月4日,七層,
RPVNMLPKKIGGFAT86CC,41,76.80,住家用,加強磚造,70年5月14日,二層,
RPXOMLQKKIGGFCT47CC,5,32.63,集合住宅,鋼筋混凝土構造,105年11月4日,七層,
RPSPMLQKKIGGFCT07CC,7,29.52,集合住宅,鋼筋混凝土構造,103年12月17日,七層,
RPUPMLQKKIGGFCT27CC,7,33.20,集合住宅,鋼筋混凝土構造,103年12月17日,七層,
RPRPMLQKKIGGFCT96CC,7,33.19,集合住宅,鋼筋混凝土構造,103年12月17日,七層,
RPTOMLQKKIGGFCT07CC,5,30.29,集合住宅,鋼筋混凝土構造,105年11月4日,七層,
RPROMLLLKIGGFAT88CC,26,24.90,住家用,鋼筋混凝土造,85年1月10日,四層,
RPROMLLLKIGGFAT88CC,26,9.34,住家用,鋼筋混凝土造,85年1月10日,四層,
RPPPMLQKKIGGFCT76CC,7,33.24,集合住宅,鋼筋混凝土構造,103年12月17日,七層,
RPXNMLOLKIGGFAT07CC,38,40.17,住家用,鋼筋混凝土造,72年9月6日,五層,
RPXNMLOLKIGGFAT07CC,38,5.81,樓梯,鋼筋混凝土造,72年9月6日,五層,
RPVOMLMLKIGGFCT96CC,40,260.22,住商用,鋼筋混凝土造,70年10月21日,三層,
RPQOMLRLKIGGFCT96CC,47,92.00,住家用,加強磚造,64年1月13日,二層,
RPUOMLSLKIGGFAT27CC,2,111.45,集合住宅,鋼筋混凝土造,108年7月24日,五層,
RPUOMLSLKIGGFAT27CC,2,49.65,停車空間、樓梯、管道間、電梯、梯廳、樓梯間,鋼筋混凝土造,108年7月24日,五層,
RPQOMLTLKIGGFAT96CC,25,113.63,住家用,鋼筋混凝土造,85年12月20日,十二層,
RPQOMLTLKIGGFAT96CC,25,36.25,梯間，友誼廳，通道，重道避難室，停車空間,鋼筋混凝土造,85年12月20日,十二層,
RPPOMLSLKIGGFCT96CC,5,32.59,集合住宅,鋼筋混凝土構造,105年11月4日,七層,
RPROMLKKJHHGFDT88CC,26,39.44,住家用,鋼筋混凝土造,85年3月4日,十六層,
RPROMLKKJHHGFDT88CC,26,14.11,公共設施,鋼筋混凝土造,85年3月4日,十六層,
RPPNMLLKJHHGFAT38CC,22,98.05,集合住宅,鋼筋混凝土造,88年12月4日,十四層,
RPPNMLLKJHHGFAT38CC,22,28.81,走廊、辦公室、管理員室梯間、俱樂部梯間、公共空間、停車空間、防空避難室、屋頂突出物、陽台,鋼筋混凝土造,88年12月4日,十四層,
RPXOMLOJJHHGFAT86CC,15,495.81,工廠,鋼骨構造,96年1月9日,一層,
RPUNMLKMKIGGFAT09CC,22,122.03,集合住宅,鋼筋混凝土造,88年12月4日,十四層,
