鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
松山區,房地(土地+建物)+車位,臺北市松山區北寧路32巷,28.56,住,,,1101116,土地14建物1車位2,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,286.71,0,0,0,無,無,93000000,420575,坡道平面,83.06,7350000,,RPPNMLLKKIGGFDA86DB,筑丰敦匯,A棟1-6號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,16.63,商,,,1101113,土地34建物1車位2,二十三層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,261.23,3,2,2,有,無,62720000,312795,坡道平面,77.02,5100000,雨遮計坪不計價,RPPNMLNKKIGGFEA07CB,天母常玉,A棟A4-23F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,16.2,商,,,1101115,土地34建物1車位1,十七層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,224.1,3,2,2,有,無,57500000,294466,坡道平面,38.51,2850000,雨遮計坪不計價,RPQNMLNKKIGGFEA17CB,天母常玉,A棟A6-17F號
北投區,房地(土地+建物),臺北市北投區振華里東華街一段,9.11,商,,,1101127,土地34建物1車位0,二十二層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,103.0,2,2,1,有,無,33100000,321359,,0.0,0,,RPRNMLNKKIGGFEA27CB,天母常玉,A棟A2-22F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,14.99,商,,,1101128,土地34建物1車位1,十四層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,213.96,3,2,2,有,無,49580000,267484,坡道平面,38.51,2650000,雨遮計坪不計價,RPSNMLNKKIGGFEA37CB,天母常玉,A棟A1-14F號
北投區,房地(土地+建物),臺北市北投區振華里東華街一段,9.11,商,,,1101129,土地34建物1車位0,三層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,103.0,2,2,1,有,無,28230000,274078,,0.0,0,,RPUNMLNKKIGGFEA57CB,天母常玉,A棟A2-3F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,14.99,商,,,1101130,土地34建物1車位1,十九層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,213.96,3,2,2,有,無,56920000,308749,坡道平面,38.51,2750000,雨遮計坪不計價,RPVNMLNKKIGGFEA67CB,天母常玉,A棟A1-19F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,15.23,商,,,1101204,土地34建物1車位1,七層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,216.37,3,2,2,有,無,53000000,281963,坡道平面,38.51,2850000,雨遮計坪不計價,RPWNMLNKKIGGFEA77CB,天母常玉,A棟A3-7F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,15.23,商,,,1101204,土地34建物1車位1,十三層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,216.37,3,2,2,有,無,53680000,285787,坡道平面,38.51,2850000,雨遮計坪不計價,RPXNMLNKKIGGFEA87CB,天母常玉,A棟A3-13F號
北投區,房地(土地+建物),臺北市北投區振華里東華街一段,9.11,商,,,1101211,土地34建物1車位0,四層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,103.0,2,2,1,有,無,28180000,273592,,0.0,0,,RPOOMLNKKIGGFEA07CB,天母常玉,A棟A2-4F號
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,12.47,住,,,1101127,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.53,2,2,1,有,無,30920000,318733,坡道平面,33.09,3050000,,RPPOMLNKKIGGFEA17CB,璞知溪,B-6F號
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,12.47,住,,,1101128,土地2建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.53,2,2,1,有,無,30750000,316789,坡道平面,33.09,3050000,,RPQOMLNKKIGGFEA27CB,璞知溪,B-5F號
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,24.57,住,,,1101204,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,205.9,3,2,2,有,無,57300000,313350,坡道平面,33.09,3150000,,RPROMLNKKIGGFEA37CB,璞知溪,C-6F號
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,24.57,住,,,1101204,土地2建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,205.9,3,2,2,有,無,55650000,304381,坡道平面,33.09,3050000,,RPSOMLNKKIGGFEA47CB,璞知溪,C-3F號
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,26.84,住,,,1101210,土地2建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,220.02,3,2,2,有,無,64000000,323136,坡道平面,31.4,3050000,,RPTOMLNKKIGGFEA57CB,璞知溪,C-8F號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091005,土地1建物1車位1,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,33980000,263589,坡道平面,39.23,2800000,雨遮不計價,RPPNMLNKKIGGFDA96CB,東昀昀,C號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091008,土地1建物1車位1,七層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,34680000,269507,坡道平面,39.23,2800000,雨遮不計價,RPQNMLNKKIGGFDA07CB,東昀昀,C號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091020,土地1建物1車位1,八層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,35320000,274072,坡道平面,39.23,2900000,雨遮不計價,RPRNMLNKKIGGFDA17CB,東昀昀,C號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091005,土地1建物1車位1,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,35250000,274326,坡道平面,39.23,2800000,雨遮不計價,RPSNMLNKKIGGFDA27CB,東昀昀,C號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091008,土地1建物1車位1,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,35550000,276017,坡道平面,39.23,2900000,雨遮不計價,RPTNMLNKKIGGFDA37CB,東昀昀,C號
信義區,房地(土地+建物)+車位,臺北市信義區嘉興街,16.32,住,,,1091005,土地1建物1車位1,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,157.52,3,2,2,有,無,35750000,277707,坡道平面,39.23,2900000,雨遮不計價,RPUNMLNKKIGGFDA47CB,東昀昀,C號
