鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
太保市,房地(土地+建物),嘉義縣太保市過溝里３鄰麻太路３０８號,94.64,住,,,1100907,土地1建物1車位0,全,3,透天厝,住宅、梯間,鋼筋混凝土造,1080705,180.62,4,3,5,有,無,有,16000,89,,0.0,0,,RPPNMLNKRHGGFDQ66CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路１３７號２樓之２３,11.75,住,,,1100830,土地1建物0車位0,二層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,15.06,1,0,1,有,無,有,3400,226,,0.0,0,此物件加入嘉義縣社會住宅包租代管計畫評定市價租金為新台幣5170元選擇代管方案9折簽訂租賃契約金額為新台幣3400元。,RPRNMLOLRHGGFBQ86CC
太保市,房地(土地+建物),嘉義縣太保市北港路二段４０３巷２４５之６５號,84.93,商,,,1100925,土地1建物1車位0,全,4,透天厝,住房、車庫,鋼筋混凝土造,0820109,167.49,4,2,3,有,無,有,9000,54,,0.0,0,,RPUNMLRLRHGGFDQ67CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９７號９樓之１,43.23,住,,,1101001,土地1建物1車位1,九層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,182.26999999999998,3,2,2,有,有,有,40000,219,坡道平面,29.87,0,,RPTNMLLJIIGGFDQ58CC
太保市,房地(土地+建物),嘉義縣太保市新安一街２巷９號三樓,35.99,,鄉村區,乙種建築用地,1101001,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0880531,87.78,3,2,2,有,無,有,7000,80,,0.0,0,,RPPNMLMJIIGGFDQ28CC
太保市,房地(土地+建物),嘉義縣太保市博學路２３３號,114.23,住,,,1101101,土地1建物1車位0,全,4,透天厝,店鋪、集合住宅、停車空間,鋼筋混凝土造,0960929,200.08,3,3,5,有,無,有,18000,90,,0.0,0,,RPRNMLLJJIGGFDQ48CC
太保市,建物,嘉義縣太保市保鐵一路二段９９號３樓之３,0.0,住,,,1101020,土地0建物1車位1,三層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,217.49,3,2,2,有,有,有,35200,162,坡道平面,29.86,0,,RPTNMLSKJIGGFDQ86CC
太保市,建物,嘉義縣太保市保鐵一路二段９７號１４樓之７,0.0,住,,,1101020,土地0建物1車位1,十四層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,178.29000000000002,3,2,2,有,有,有,35200,197,坡道平面,29.86,0,,RPUNMLSKJIGGFDQ96CC
太保市,建物,嘉義縣太保市保鐵一路二段９７號６樓之２,0.0,住,,,1101020,土地0建物1車位1,六層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,134.19,2,2,1,有,有,有,35200,262,坡道平面,29.86,0,,RPVNMLSKJIGGFDQ07CC
太保市,房地(土地+建物),嘉義縣太保市安仁里頂港仔墘３９之６號５樓２１,4.65,,鄉村區,乙種建築用地,1101013,土地1建物0車位0,五層,5,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,0930609,16.26,1,0,1,有,無,有,4300,264,,0.0,0,,RPWNMLSKJIGGFDQ17CC
太保市,房地(土地+建物),嘉義縣太保市公園北街４５號４樓之２３,9.74,住,,,1100915,土地1建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0930803,16.7,1,0,1,有,無,有,4000,240,,0.0,0,,RPXNMLSKJIGGFDQ27CC
太保市,建物,嘉義縣太保市嘉義縣太保市過溝里瓦厝８-１０號,154.92,,鄉村區,乙種建築用地,1100506,土地0建物1車位0,全,3,透天厝,住家用,加強磚造、鋼鐵造、木石磚造,0700915,154.92,5,1,3,有,無,有,6900,45,,0.0,0,,RPSNMLTKJIGGFDQ86CC
太保市,房地(土地+建物),嘉義縣太保市公園北街４５號１樓之２,30.8,住,,,1100728,土地1建物0車位0,一層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0930803,30.8,1,0,1,有,無,有,5000,162,,0.0,0,,RPTNMLTKJIGGFDQ96CC
