編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUNMLPKRHGGFGN37CC,26,245.71,住商用,鋼筋混凝土造,84年7月5日,三層,
RPQNMLQKRHGGFCN66CC,2,2837.64,廠房,鋼骨造、鋼筋混凝土造,109年2月10日,一層,
RPQNMLQKRHGGFCN66CC,2,2862.38,廠房,鋼骨造、鋼筋混凝土造,109年2月10日,一層,
RPQNMLQKRHGGFCN66CC,2,29.68,守衛室,鋼骨造、鋼筋混凝土造,109年2月10日,一層,
RPTNMLKMRHGGFAN98CC,40,88.07,住家用,鋼筋混凝土造,70年10月15日,五層,
RPXNMLMKIIGGFDN88CC,37,156.92,住家用,鋼筋混凝土造,73年7月9日,二層,
RPVNMLRJIIGGFFN66CC,27,201.62,住商用,鋼筋混凝土造,83年5月6日,四層,
RPXNMLLJIIGGFAN38CC,26,18.69,住家用,鋼筋混凝土造,85年3月21日,十三層,
RPUNMLPKIIGGFAN58CC,27,97.80,住家、梯間,鋼筋混凝土造,83年8月31日,十二層,
RPUNMLPKIIGGFAN58CC,27,10.77,停車場、避難室、梯間、門廳、車道,鋼筋混凝土造,83年8月31日,十二層,
RPROMLNKIIGGFAN18CC,1,49.59,集合住宅,鋼筋混凝土造,110年3月2日,七層,
RPROMLNKIIGGFAN18CC,1,43.96,防空避難室兼停車空間、機電設備空間、台電配電室、管委會空間、停車空間、梯廳、安全梯、戶外安全梯、升降機、樓梯間、水箱、電梯機房等１２項,鋼筋混凝土造,110年3月2日,七層,
RPOPMLKLIIGGFAN77CC,31,13.22,住家用,鋼筋混凝土造,79年11月5日,七層,
RPWOMLSKIIGGFAN56CC,32,34.38,住家用,鋼筋混凝土造,78年5月11日,二層,
RPPNMLOJJIGGFDN28CC,23,160.96,住商用,鋼筋混凝土造,87年12月31日,三層,
RPQOMLPJJIGGFDN58CC,40,227.01,商業用,鋼筋混凝土造,70年9月10日,四層,
RPTNMLLKJIGGFAN18CC,30,16.52,住家用,鋼筋混凝土造,81年2月24日,四層,
RPOOMLLKJIGGFAN87DC,6,181.65,住宅、停車空間,鋼筋混凝土造,104年7月20日,四層,
RPUNMLMKJIGGFDN68CC,34,346.51,住商用,加強磚造,77年2月2日,二層,
RPTNMLPKJIGGFAN58CC,27,87.73,住家用,鋼筋混凝土造,84年1月16日,八層,
RPTNMLPKJIGGFAN58CC,27,11.51,停車空間、避難室,鋼筋混凝土造,84年1月16日,八層,
RPTNMLPKJIGGFAN58CC,27,19.50,梯間,鋼筋混凝土造,84年1月16日,八層,
RPQNMLQKJIGGFFN88CC,14,209.64,店舖、停車空間、住宅,鋼筋混凝土造,96年5月18日,四層,
RPTNMLRKJIGGFAN88DC,36,92.93,住家用,鋼筋混凝土造,74年8月10日,五層,
RPOOMLQJIIGGFAN08CC,90,104.36,住家用,磚、土骨造,21年1月1日,一層,
RPUNMLRKJIGGFAN98DC,36,92.93,住家用,鋼筋混凝土造,74年8月10日,五層,
RPTNMLNKIIGGFAN28CC,43,86.64,住商用,加強磚造,68年1月12日,二層,
RPQNMLRKJIGGFBN68DC,7,182.24,住家用,鋼筋混凝土造,104年1月30日,四層,
RPQNMLQKRHGGFDN76CC,37,136.44,住商用,鋼筋混凝土造,73年10月27日,四層,
RPUNMLSKIIGGFAN88CC,30,6420.60,店鋪、住家、避難室、辦公室,鋼筋混凝土造,80年7月24日,九層,
RPPNMLRLIIGGFAN38CC,48,102.12,住商用,鋼筋混凝土加強磚造,63年1月19日,三層,
RPXNMLLJJIGGFFN98CC,42,97.48,住商用,加強磚造,69年2月13日,二層,
RPQOMLKKJIGGFAN87CC,28,90.86,住家用,鋼筋混凝土造,83年4月11日,八層,
RPUNMLMLIIGGFCN58CC,4,1137.43,廠房,鋼骨造,106年8月3日,一層,
