鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
安平區,建物,臺南市安平區建平十七街１６５號６樓之３,0.0,商,,,1100901,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841121,33.07,1,0,1,有,有,有,9000,272,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPXOMLLKRHGGFAD38CC
東區,建物,臺南市東區東寧路３３５號,0.0,住,,,1100907,土地0建物1車位0,見其他登記事項,5,店面(店鋪),住商用,鋼筋混凝土造,0840619,110.76,1,3,2,有,無,無,50000,451,,0.0,0,含增建或未登記建物。；部分承租。租賃期間含免租金裝潢期。,RPRNMLLKRHGGFCD87CC
東區,建物,臺南市東區林森路一段１５３巷２７弄７號１３樓,0.0,住,,,1100901,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811022,153.47,4,2,2,有,有,有,17000,111,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPOOMLLKRHGGFCD67CC
東區,建物,臺南市東區崇善十一街５２號４樓之２,0.0,住,,,1100901,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880802,120.59,3,2,2,有,有,有,13500,112,,0.0,0,,RPSOMLLKRHGGFCD08CC
東區,建物,臺南市東區崇善十一街５２號４樓之３,0.0,住,,,1100901,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880802,95.94999999999999,2,1,1,有,有,有,9900,103,,0.0,0,,RPTOMLLKRHGGFCD18CC
東區,建物,臺南市東區府連路３４４巷１弄３２號,0.0,住,,,1100910,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0741227,130.43,4,1,3,有,無,有,18000,138,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPUOMLLKRHGGFCD28CC
柳營區,建物,臺南市柳營區成功街７６巷１６號,0.0,住,,,1100910,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0811006,179.91,5,2,3,有,無,有,11500,64,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPRNMLLKRHGGFDD97CC
新營區,建物,臺南市新營區信義街１０-３號３f-２,1.73,商,,,1100910,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790823,14.07,1,0,1,有,無,有,5500,391,,0.0,0,,RPTNMLNKRHGGFDD38CC
佳里區,建物,臺南市佳里區光復路２８９號１F,0.0,商,,,1100909,土地0建物1車位0,一層,3,店面(店鋪),住商用,加強磚造,0590228,89.68,0,0,0,無,無,無,28000,312,,0.0,0,含增建或未登記建物。；,RPWNMLNKRHGGFGD09DC
安南區,建物,臺南市安南區城西街二段２９１巷３５弄２０號,0.0,住,,,1100901,土地0建物1車位0,全,3,透天厝,停車空間、住宅,鋼筋混凝土造,0950602,118.77,4,2,3,有,無,有,8600,72,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPWNMLNKRHGGFBD48CC
安南區,建物,臺南市安南區城安三街４２號,0.0,住,,,1100910,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1061101,178.62,6,2,4,有,無,有,24000,134,,0.0,0,,RPVOMLNKRHGGFBD48CC
仁德區,建物,臺南市仁德區文心路６８號十五樓之６,0.0,商,,,1100905,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,87.67,2,2,1,有,有,有,18814,215,,0.0,0,租金含管理費。租賃範圍不含車位，已扣除車位面積。,RPTPMLNKRHGGFID09CC
永康區,建物,臺南市永康區忠義街６０巷３號十四樓之１５,0.0,商,,,1100910,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),辦公室。,鋼筋混凝土造,0840331,49.339999999999996,1,1,1,有,有,有,10500,213,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPVNMLNKRHGGFKD66CC
永康區,建物,臺南市永康區新行街１２５號１２樓之６,0.0,住,,,1100910,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820827,100.89,3,1,1,有,有,有,16000,159,,0.0,0,參加臺南市社會住宅包租代管第 2 期計畫，租金為市價 9 折,RPROMLNKRHGGFKD98CC
永康區,建物,臺南市永康區二王路１５５巷３２號,0.0,住,,,1100910,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0700306,140.82,4,2,4,有,無,有,23500,167,,0.0,0,,RPTOMLNKRHGGFKD56CC
