鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,30.74,住,,,1100219,土地1建物0車位1,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,115.1,2,2,2,有,無,7800000,67767,升降機械,12.77,0,,RPQNMLNKRHGGFAU76CB,夏沐(華廈),1棟7-A號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,30.74,住,,,1100219,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,115.1,2,2,2,有,無,7650000,66464,升降機械,12.77,0,,RPRNMLNKRHGGFAU86CB,夏沐(華廈),1棟6-A號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,30.74,住,,,1100219,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,115.1,2,2,2,有,無,7500000,65161,升降機械,12.77,0,,RPSNMLNKRHGGFAU96CB,夏沐(華廈),1棟5-A號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,27.78,住,,,1100222,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,105.24,2,2,1,有,無,7050000,66990,升降機械,12.77,0,,RPPNMLOKRHGGFAU76CB,夏沐(華廈),1棟5-B號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,23.39,住,,,1100222,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,90.64,2,1,1,有,無,6550000,72264,升降機械,12.77,0,,RPQNMLOKRHGGFAU86CB,夏沐(華廈),1棟7-D號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,23.39,住,,,1100220,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,90.63,2,1,1,有,無,6250000,68962,升降機械,12.77,0,,RPRNMLOKRHGGFAU96CB,夏沐(華廈),1棟5-D號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,27.78,住,,,1100220,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,105.23,2,2,1,有,無,7200000,68422,升降機械,12.77,0,,RPSNMLOKRHGGFAU07CB,夏沐(華廈),1棟6-B號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,23.39,住,,,1100224,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,90.64,2,1,1,有,無,6110000,67410,升降機械,12.77,0,,RPUNMLOKRHGGFAU27CB,夏沐(華廈),1棟4-D號
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興五街,90.32,住,,,1100822,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,194.23,4,2,4,有,無,13000000,66931,,0.0,0,,RPQNMLPKRHGGFAU96CB,欣悅拾光,A棟03號
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海六街,28.8,住,,,1100316,土地4建物1車位0,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,89.36,2,2,2,有,無,5676300,63522,,0.0,0,,RPPNMLQKRHGGFAU96CB,羅馬一品,1棟3-C號
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海六街,25.79,住,,,1100315,土地4建物1車位0,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,80.01,2,2,2,有,無,5566000,69566,,0.0,0,,RPTNMLQKRHGGFAU37CB,羅馬一品,1棟5-E號
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,10.65,商,,,1100321,土地1建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,1,1,有,無,6800000,77211,,0.0,0,,RPUNMLQKRHGGFAU47CB,晴美,B棟B2號
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,10.65,商,,,1100820,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.48,2,1,1,有,無,5720000,81158,,0.0,0,,RPVNMLQKRHGGFAU57CB,晴美,B棟B1號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,27.78,住,,,1100404,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,105.24,2,2,1,有,無,7000000,66515,升降機械,12.77,0,,RPXNMLQKRHGGFAU77CB,夏沐(華廈),1棟3-B號
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十五街,30.74,住,,,1100315,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,115.1,2,2,2,有,無,7400000,64292,升降機械,12.77,0,,RPPOMLQKRHGGFAU07CB,夏沐(華廈),1棟3-A號
