鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷１０號,99.0,,特定農業區,甲種建築用地,1100907,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,12.78,1,0,1,有,無,有,3000,235,,0.0,0,,RPPNMLNKRHGGFAP88CC
斗六市,房地(土地+建物),雲林縣斗六市中山路６０１號,191.06,,一般農業區,甲種建築用地,1100911,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0890808,16.26,1,0,1,有,無,有,4500,277,,0.0,0,,RPQNMLNKRHGGFAP98CC
斗六市,房地(土地+建物),雲林縣斗六市文化路１９巷３號,73.0,住,,,1100908,土地1建物1車位0,全,1,透天厝,住家用,木造,0540323,100.62,2,2,2,有,無,有,10000,99,,0.0,0,,RPRNMLNKRHGGFAP09CC
斗六市,房地(土地+建物),雲林縣斗六市斗工十二路４０號,2067.5,,工業區,丁種建築用地,1100910,土地1建物1車位0,見其他登記事項,1,工廠,廠房,鋼骨造,0990110,273.25,0,0,0,無,無,無,180000,,,0.0,0,含增建或未登記建物。；含營業設備。；前三年租金為18萬未稅；後二年租金為21萬未稅,RPUNMLQKRHGGFAP07CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷２０號,92.0,,特定農業區,甲種建築用地,1100909,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,12.08,1,0,1,有,無,有,3000,248,,0.0,0,,RPRNMLRKRHGGFAP86CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷７８號,88.0,,特定農業區,甲種建築用地,1100917,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951201,16.51,1,0,1,有,無,有,3500,212,,0.0,0,,RPSNMLRKRHGGFAP96CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷２０號,92.0,,特定農業區,甲種建築用地,1100918,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,14.89,1,0,1,有,無,有,3000,201,,0.0,0,,RPQNMLMLRHGGFAP98CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷７８號,88.0,,特定農業區,甲種建築用地,1100927,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951201,15.17,1,0,1,有,無,有,3300,218,,0.0,0,,RPOOMLRLRHGGFAP76CC
斗六市,房地(土地+建物),雲林縣斗六市建成路２８２號,76.0,商,,,1100923,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0710220,137.4,4,3,2,有,無,無,12000,87,,0.0,0,,RPVNMLRLRHGGFAP47DC
虎尾鎮,建物,雲林縣虎尾鎮林森路二段４６６號,1822.27,住,,,1100924,土地0建物1車位0,一層,1,其他,辦公室、住宅,鋼鐵有壁,0871214,538.43,0,0,0,無,無,無,180000,334,,0.0,0,,RPPNMLSLRHGGFDP17CC
斗六市,建物,雲林縣斗六市明德北路一段６７２號,0.0,農,,,1100923,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住商用,鋼鐵架有壁造,0870803,74.64,0,0,0,無,無,無,12500,167,,0.0,0,租金:1110.10.01至111.09.30每月12500元整。2111.10.01至112.09.30每月15000元整。3112.10.01至113.09.30每月17500元整。,RPXNMLTLRHGGFAP77CC
斗六市,建物,雲林縣斗六市明德北路一段６７４號,0.0,農,,,1100923,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住商用,鋼鐵架有壁造,0870803,74.64,0,0,0,無,無,無,12500,167,,0.0,0,租金:1110.10.01至111.09.30每月12500元整。2111.10.01至112.09.30每月15000元整。3112.10.01至113.09.30每月17500元整。,RPOOMLTLRHGGFAP96CC
斗六市,房地(土地+建物),雲林縣斗六市太平路７號,749.0,商,,,1100925,土地1建物1車位0,六層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831110,33.3,1,1,1,有,無,有,6400,192,,0.0,0,租金含管理費400元/月,RPOOMLNKIIGGFAP08CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷８６號,127.0,,特定農業區,甲種建築用地,1101007,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951110,14.03,1,0,1,有,無,有,3500,249,,0.0,0,,RPQNMLOKIIGGFAP28CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路５０巷１０號,99.0,,特定農業區,甲種建築用地,1101013,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,17.48,1,0,1,有,無,有,3000,172,,0.0,0,,RPRNMLOKIIGGFAP38CC
斗六市,房地(土地+建物),雲林縣斗六市中山路６０１號,191.06,,一般農業區,甲種建築用地,1101012,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0890808,16.28,1,0,1,有,無,有,4500,276,,0.0,0,,RPSNMLOKIIGGFAP48CC
斗六市,房地(土地+建物),雲林縣斗六市西平路２７０-２號,101.0,住,,,1101007,土地1建物1車位0,全,5,透天厝,店舖、停車空間、住宅,鋼筋混凝土造,0930630,316.11,5,3,4,有,無,有,45000,142,,0.0,0,,RPQOMLPKIIGGFAP48CC
斗六市,房地(土地+建物),雲林縣斗六市中山路６０１號,191.06,,一般農業區,甲種建築用地,1101020,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0890808,16.22,1,0,1,有,無,有,4500,277,,0.0,0,,RPQNMLMLIIGGFAP18CC
斗六市,房地(土地+建物),雲林縣斗六市保長路２７之１號,76.63,其他,,,1101019,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0670402,94.5,5,1,3,有,無,有,16000,169,,0.0,0,,RPRNMLMLIIGGFAP28CC
斗六市,房地(土地+建物),雲林縣斗六市西平路８０號５樓之６,3.03,商,,,1101028,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830918,112.9,3,1,1,有,有,有,12000,106,,0.0,0,含管理費,RPQNMLOJJIGGFAP28CC
斗六市,建物,雲林縣斗六市育英北街１１３巷２號３樓,0.0,住,,,1101102,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810405,171.81,4,2,2,有,無,有,8000,47,,0.0,0,雲林縣政府包租代管計畫,RPXNMLOJJIGGFAP98CC
斗南鎮,建物,雲林縣斗南鎮光華路２０７號,0.0,住,,,1101026,土地0建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0660610,94.01,2,2,2,有,無,有,15000,160,,0.0,0,,RPRNMLOJJIGGFBP48CC
斗六市,建物,雲林縣斗六市民生路２８５號,116.0,住,,,1101102,土地0建物1車位0,全,3,透天厝,店鋪、住宅、樓梯間,鋼筋混凝土造,0990731,231.48,3,1,4,有,無,無,39940,173,,0.0,0,,RPVNMLSJJIGGFAP56CC
斗六市,建物,雲林縣斗六市太平路７號六樓之６,0.0,商,,,1100925,土地0建物1車位0,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831110,44.66,1,1,1,有,無,有,6400,143,,0.0,0,租金含管理費400元/月,RPVNMLPKJIGGFAP98CC
斗六市,建物,雲林縣斗六市中山路１９６號５樓之３,0.0,商,,,1101115,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840903,33.61,1,0,1,有,有,有,7500,223,,0.0,0,雲林縣政府包租代管計畫,RPVOMLQKJIGGFAP56CC
斗六市,房地(土地+建物),雲林縣斗六市成功路１０２號５樓,105.5,住,,,1101113,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850130,101.69999999999999,3,1,2,有,無,有,8000,79,,0.0,0,冷氣機2臺.抽油煙機1件.流理台1件.瓦斯爐1臺.熱水器1臺.桶裝瓦斯1支,RPQNMLQKJIGGFAP68DC
斗六市,建物,雲林縣斗六市中堅西路５７３號,0.0,住,,,1101115,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0840406,13.22,1,0,0,有,無,有,3500,265,,0.0,0,,RPUNMLSKJIGGFAP56CC
斗六市,土地,海豐崙段朱丹灣小段279地號,914.88,住,,,1101110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,77,,0.0,0,含增建或未登記建物。；,RPOOMLTKJIGGFAP78CC
