鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南投市,房地(土地+建物),南投縣南投市文化南路４１巷１８號,68.78,住,,,1100910,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0840109,170.63,4,3,3,有,無,無,13000,76,,0.0,0,,RPQOMLOKRHGGFAM88CC
埔里鎮,房地(土地+建物),南投縣埔里鎮西康路７４號,184.38,商,,,1100827,土地3建物2車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土加強磚造,0580123,364.85,0,0,0,無,無,無,33000,90,,0.0,0,疫情完全穩定結束時，租金調整為參萬伍仟元正，（以政府公告為準）,RPTNMLRKRHGGFCM96CC
草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路１１８９號,80.48,,鄉村區,乙種建築用地,1100908,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0670401,111.6,5,3,2,有,無,無,15000,134,,0.0,0,,RPPNMLKLRHGGFBM48CC
草屯鎮,土地,新南埔段363地號,255.99,,山坡地保育區,農牧用地,1100827,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,無,10000,39,,0.0,0,租賃層次1層，有一幢未保存登記房子，2房2廳1衛,RPPNMLKMRHGGFBM58CC
名間鄉,土地,吳厝段129地號,1577.53,農,,,1101001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,19,,0.0,0,含增建或未登記建物。；,RPUNMLSJIIGGFAM68CC
南投市,房地(土地+建物),南投縣南投市營盤路２４５巷７號,88.27,,鄉村區,乙種建築用地,1100930,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0820327,152.64,4,2,3,有,無,有,11000,72,,0.0,0,,RPQNMLPLIIGGFAM18CC
草屯鎮,房地(土地+建物),南投縣草屯鎮建興街２８８號,76.34,住,,,1100930,土地1建物1車位0,全,2,透天厝,人行道、店舖、住宅,鋼架造﹝有牆﹞,0820402,101.31,4,2,2,有,無,有,10000,99,,0.0,0,,RPPNMLPLIIGGFBM18CC
南投市,房地(土地+建物),南投縣南投市成功三路３３１號,3921.0,,工業區,丁種建築用地,1100930,土地2建物1車位0,見其他登記事項,2,工廠,防空避難室、辦公室、廠房,ＲＣ造、鋼架造無牆,0800121,1392.52,6,2,3,有,無,有,373590,,,0.0,0,含管理費、稅金或水電等費用。；每月租金總額新台幣＄373590元即每月租金＄355800元+營業稅＄17790元,RPROMLRLIIGGFAM68DC
草屯鎮,土地,中興段1837地號,173.0,其他,,,1101025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,145,,0.0,0,含增建或未登記建物。；,RPTNMLSLIIGGFBM88CC
草屯鎮,房地(土地+建物),南投縣草屯鎮富昌路２０號,94.5,住,,,1101030,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0760307,122.34,3,2,2,有,無,有,14000,114,,0.0,0,,RPQNMLLJJIGGFBM77CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段３３９號,45.0,住,,,1101025,土地1建物1車位0,見其他登記事項,5,店面(店鋪),住商用,鋼筋混凝土造,0790721,204.6,4,1,3,有,無,無,24000,117,,0.0,0,,RPRNMLLJJIGGFBM87CC
