編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTOMLLJJIGGFDC37CC,28,76.83,住家用,鋼筋混凝土造,82年7月2日,十二層,
RPPOMLTLIIGGFDC87CC,25,94.22,住家用,鋼筋混凝土造,85年11月19日,五層,
RPSOMLLJJIGGFDC27CC,26,59.53,住家用,鋼筋混凝土造,84年5月17日,六層,
RPUOMLLJJIGGFDC47CC,40,80.15,住家用,鋼筋混凝土造,70年7月24日,七層,
RPWOMLLJJIGGFDC67CC,27,58.22,住家用,鋼筋混凝土造,84年1月17日,五層,
RPQPMLLJJIGGFDC17CC,26,76.29,住家用,鋼筋混凝土造,84年5月4日,十七層,
RPROMLMJJIGGFDC27CC,47,931.27,工業用,鋼造,64年2月17日,一層,
RPSPMLLJJIGGFDC37CC,24,69.21,住家用,鋼筋混凝土造,86年5月8日,十一層,
RPVOMLLJJIGGFDC57CC,25,109.99,國民住宅,鋼筋混凝土造,85年7月18日,十四層,
RPPPMLOJJIGGFDC57EC,3,236.16,店舖,鋼筋混凝土造,107年11月16日,七層,
RPUPMLLJJIGGFDC57CC,25,78.38,住家用,鋼筋混凝土造,85年12月2日,五層,
RPUSMLPJJIGGFDC48EC,40,87.07,住家用,鋼筋混凝土造,70年5月28日,五層,
RPTSMLPJJIGGFDC38EC,25,84.07,住家用,鋼筋混凝土造,85年12月24日,五層,
RPWQMLKKJIGGFDC87CC,24,78.11,住家用,鋼筋混凝土造,86年6月7日,六層,
RPQRMLKKJIGGFDC37CC,3,93.02,集合住宅,鋼筋混凝土造,108年2月12日,十四層,
RPVRMLKKJIGGFDC87CC,35,89.04,住家用,鋼筋混凝土造,75年8月6日,五層,
RPUQMLKKJIGGFDC67CC,23,72.47,住家用,鋼筋混凝土造,88年1月14日,十六層,
RPURMLKKJIGGFDC77CC,23,79.39,住家用,鋼筋混凝土造,87年7月10日,五層,
RPTRMLKKJIGGFDC67CC,35,44.13,住家用,鋼筋混凝土造,75年5月8日,三層,
RPXQMLKKJIGGFDC97CC,22,68.79,住家用,鋼筋混凝土造,89年2月2日,七層,
RPRRMLKKJIGGFDC47CC,52,58.59,住家用,加強磚造,59年4月13日,四層,
RPUOMLPKJIGGFDC97CC,34,83.83,住家用,鋼筋混凝土造,76年8月8日,五層,
RPXRMLKKJIGGFDC08CC,43,88.02,住家用,鋼筋混凝土加強磚造,67年7月13日,三層,
RPSPMLMKJIGGFDC67DC,52,87.19,住商用,鋼筋混凝土造,59年2月18日,四層,
RPVOMLOKRHGGFDC68CC,24,86.90,住家用,鋼筋混凝土造,86年7月18日,十五層,
RPVOMLOKRHGGFDC68CC,24,1.97,共用部份,鋼筋混凝土造,86年7月18日,四層,
RPVOMLOKRHGGFDC68CC,24,11.16,共用部份,鋼筋混凝土造,86年7月18日,十五層,
RPVOMLOKRHGGFDC68CC,24,14.52,共用部份,鋼筋混凝土造,86年7月18日,十五層,
RPXQMLLKJIGGFDC08CC,33,307.30,廠房,鋼筋混凝土造,77年6月21日,二層,
RPOPMLQKJIGGFDC57CC,45,68.95,住家用,鋼筋混凝土加強磚造,66年1月13日,五層,
RPPPMLQKJIGGFDC67CC,27,73.17,住家用,鋼筋混凝土造,83年11月25日,五層,
RPPOMLQKJIGGFDC57CC,37,98.77,商業用,鋼筋混凝土造,73年6月13日,五層,
RPROMLRKJIGGFDC87CC,24,41.70,住家用,鋼筋混凝土造,86年5月8日,十一層,
RPSOMLRKJIGGFDC97CC,3,64.27,集合住宅,鋼筋混凝土造,107年9月14日,五層,
RPXNMLTKJIGGFDC58CC,25,103.17,住家用,鋼筋混凝土造,85年11月7日,七層,
RPXNMLTKJIGGFDC58CC,25,6.15,共用部份,鋼筋混凝土造,85年11月7日,七層,
RPXNMLTKJIGGFDC58CC,25,6.50,共用部份,鋼筋混凝土造,85年11月7日,七層,
RPXNMLTKJIGGFDC58CC,25,.64,共用部份,鋼筋混凝土造,85年11月7日,七層,
RPQOMLRKJIGGFDC77CC,25,82.78,住家用,鋼筋混凝土造,85年9月30日,五層,
RPRPMLQKJIGGFDC87CC,26,108.34,住家用,鋼筋混凝土造,84年5月17日,六層,
