編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLTKIIGGFBG48CC,7,33.18,本共用部分之項目：停車場、梯廳、樓梯間、電梯間、走廊、水箱、機械室等七項,鋼筋混凝土造,103年8月25日,十四層,
RPPOMLKLIIGGFBG17CC,23,132.23,住家用,鋼筋混凝土造,88年2月12日,五層,
RPOOMLKLIIGGFBG07CC,28,122.43,住家用,鋼筋混凝土造,83年1月28日,五層,
RPOOMLKLIIGGFBG07CC,28,24.14,共有部份,鋼筋混凝土造,83年1月28日,,
RPPOMLKLIIGGFBG17CC,23,25.49,共有部份,鋼筋混凝土造,88年2月12日,五層,
RPWNMLLLIIGGFBG87CC,4,198.24,住宅、樓梯間,鋼筋混凝土造,106年5月11日,三層,
RPTNMLLLIIGGFAG47CC,27,36.46,通道、平台、停車場、突出物﹙共同使用部份﹚,鋼筋混凝土造,83年11月14日,五層,
RPTNMLLLIIGGFAG47CC,27,88.57,住家用,鋼筋混凝土造,83年11月14日,五層,
RPUOMLPLIIGGFBG18CC,41,84.61,住家用,鋼筋混凝土加強磚造,70年3月16日,四層,
RPUOMLPLIIGGFBG18CC,41,6.90,共有部份,鋼筋混凝土加強磚造,70年3月16日,五層,
RPWNMLSLIIGGFBG58CC,40,113.54,住家用,鋼筋混凝土加強磚造,70年6月1日,二層,
RPQOMLQLIIGGFAG77CC,28,5.43,共同使用部份﹙梯間通道﹚,鋼筋混凝土造,83年3月2日,七層,
RPQOMLQLIIGGFAG77CC,28,78.08,住家用,鋼筋混凝土造,83年3月2日,七層,
RPUNMLTLIIGGFBG48CC,13,31.81,辦公室,鋼筋混凝土造,97年12月31日,十三層,
RPUNMLTLIIGGFBG48CC,13,19.24,共有部份,鋼筋混凝土造,97年12月31日,十三層,
RPUNMLTLIIGGFBG48CC,13,5.34,共有部份,鋼筋混凝土造,97年12月31日,十三層,
RPVNMLNJJIGGFBG87CC,4,38.10,集合住宅,鋼筋混凝土造,106年8月14日,十五層,
RPVNMLNJJIGGFBG87CC,4,54.85,本共有部分之項目有停車空間、機電空間、管理委員會空間及屋頂突出物等４項,鋼筋混凝土造,106年8月14日,十五層,
RPPNMLLJJIGGFBG07CC,21,209.74,住商用,鋼筋混凝土造,89年9月1日,四層,
RPPOMLNJJIGGFAG27CC,21,112.20,住家用,鋼筋混凝土造,89年11月24日,九層,
RPPOMLNJJIGGFAG27CC,21,51.92,防空避難室．停車場,鋼筋混凝土造,89年11月24日,九層,
RPPOMLNJJIGGFAG27CC,21,12.19,梯間．通道,鋼筋混凝土造,89年11月24日,九層,
RPWNMLNJJIGGFBG97CC,8,44.15,集合住宅,鋼筋混凝土造,102年12月11日,九層,
RPTNMLOJJIGGFBG77CC,26,82.88,住家用,鋼筋混凝土造,85年1月5日,六層,
RPTNMLOJJIGGFBG77CC,26,21.22,共有部份,鋼筋混凝土造,85年1月5日,六層,
RPTNMLOJJIGGFBG77CC,26,5.35,共有部份,鋼筋混凝土造,85年1月5日,六層,
RPVNMLOJJIGGFBG97CC,40,126.94,住家用,鋼筋混凝土加強磚造,70年12月24日,二層,
RPPPMLTJJIGGFAG97CC,44,103.37,住家用,鋼筋混凝土加強磚造,67年2月4日,二層,
RPOOMLTJJIGGFAG77CC,44,86.78,住家用,鋼筋混凝土加強磚造,66年6月25日,二層,
RPWOMLSJJIGGFAG48CC,38,63.18,住家用,鋼筋混凝土造,72年7月19日,十一層,
RPWOMLSJJIGGFAG48CC,38,11.60,電梯及走道,鋼筋混凝土造,72年7月19日,十一層,
RPWOMLSJJIGGFAG48CC,,3.54,電梯．走道及公共設施,鋼筋混凝土造,,十層,
RPVOMLTJJIGGFBG58CC,23,87.22,住家用,鋼筋混凝土造,87年7月16日,三層,
